,Tweet,HS,Abusive
3839,USER USER ini masih cacad bgt ngeditnya loh\xf0\x9f\x98\xad tapi makaih yaaa huhuu\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x92\x9a\xf0\x9f\x92\x9a',0,1
3851,USER Akhirnya kena bacot lg :((',0,1
3854,"Makin tua makin tidak berjiwa.\nMiskin kata miskin kalimat, sampai2 melukai perasaan para alim.\nMenarilah diatas puisimu yg dibisikkan oleh iblis laktatullah yg sdh melekat pd jiwamu.\nJika jiwa tk lagi berfungsi hati tak lagi tersentuh maka bersiaplah untuk menerima azab ALLAH.SWT'",0,1
3866,Jadi penasaran proses dia menulis. Teknik dia menulis itu seperti apa. Kenapa dia bisa begitu mudahnya bikin narasi-deskripsi yang bajingan. Metode dia riset itu yang bagaimana. Duh weslah pokoknya.',0,1
3881,USER USER USER USER Ekspor cebong ajalah',0,1
3882,USER Harus baliiik!!!!! Kalo ngga titit kamu ntar malem ilang!!!!!! \xf0\x9f\x98\xa0\xf0\x9f\x98\xa0\xf0\x9f\x98\xa0\xf0\x9f\x98\xa4\xf0\x9f\x98\xa4\xe2\x98\xba\xef\xb8\x8f\xe2\x98\xba\xef\xb8\x8f\xe2\x98\xba\xef\xb8\x8f\xf0\x9f\x97\xa1',0,1
3889,USER Emot nete? Yang bener aja lo',0,1
3896,"RT USER: aliansi dajjal freemason membuat gaduh disekte indonesia- meluncurkan tokoh"" perpartaian untuk berteriak menghina islam,\xe2\x80\xa6'",0,1
3946,USER gampang. banget. edan',0,1
3955,"98. Sebenernya gw ogah temenan ama lu di rl rp \n\nGa anjing gw bercanda jan nangis lagi wkwk. Gatau, lu orangnya bikin gw banyak bacot. Udah si itu ae wkwk'",0,1
3974,USER Emg gembel',0,1
3985,"RT USER: Part3 . ini baru namany ngentot Bo,oL org KL , pakai pelumas alami memg berasa legitt... RT realava URL",0,1
3988,"[[ M : Bodoh banget, mun.\n\n\xf0\x9f\x91\xa7 : Kebanyakan anak ya begini \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\nE : Hina banget, sial.\n\nY : Untung saya udah modar -_- ]]'",0,1
3995,Asmara pujangga kere dg jablay asuransi. Garap sawah yukk!! Wkwk',0,1
3998,USER josss gandoskui memek nya',0,1
4011,"USER USER USER Anjir ngapa ke Devan"" wkwkw maho dong gua'",0,1
4023,USER USER kaget anjir mentab penuh kirain apa',0,1
4032,Brengsek gue udah nanges liat dk jd goblen:( URL,0,1
4033,USER tai apa yg terakir',0,1
4046,"RT USER: \xf0\x9f\x90\xb7: mari kita gerakan anti bully, jadilah netizen cerdas!\n\xf0\x9f\x90\xb6: cuy, dah liat IG syahrini?\n\xf0\x9f\x90\xb7: wah, anjing! Gak bisa dibiarin! ma\xe2\x80\xa6'",0,1
4047,USER kaya monyet?',0,1
4052,USER Haha lancau semua ni babi betul dah la nak sambung kerja',0,1
4053,"DISEBUT 'KAMPUNGAN' OLEH NAGITA SLAVINA, BEGINI REAKSI AYU TING TING\n\nArtis peran Nagita Slavina secara terus terang menyebut aksi goyang dangdut yang dilakukan Ayu Ting Ting kampungan\n\n#NAGITASLAVINA #AYUTINGTING #RAFFIAHMAD #KAMPUNGAN URL",0,1
4056,Pengen ngrasain ngentod memek ABG...',0,1
4065,USER cocot?wkwk',0,1
4068,"Jadi ceritanya lagi di Bali. Kenalan sama cewe , nanya nanya segala macem sampe akhirnya nanya kuliah. Ternyata dia kuliahnya di IKJ, eh fakultasnya FFTV, eh ternyata kating aing juga. Goblog dunia semakin little.'",0,1
4069,RT USER: ABG Toge Mendesah Ngentot Diatas\n\n#VIDEOBOKEP Full ==&gt; URL URL,0,1
4077,Dulu dia yang takut aku tinggalkan dia last last dia yang tinggalkan aku babi apa',0,1
4086,USER Yang ada ngentot.',0,1
4090,USER Dulu masih bolot ya?',0,1
4097,"Saat #2019GantiPresiden &amp; #2019TetapJokowi kedua kubu saling caci, perkataan gak enak pun di lontarkan seperti Goblok, Tolol, Dungu, bego apalah. Yailah udah menjadi budaya aje yakkkk.'",0,1
4099,"RT USER: Kelakuan homok jaman now, ngentot aja sambil live di Blued #gayvid #gvid #lokalhangat URL",0,1
4104,"USER Asu, aku ngakak :('",0,1
4108,SEREM BGT SETAN',0,1
4121,Ada aki-aki.. Makan kue pancong.. Gw kira laki-laki.. Eh ternyata bencong!!',0,1
4124,RT USER: USER Beuhhh...makin sehat dong kalo gitu...\nPantesan babi gemuk\xc2\xb2....\xf0\x9f\x90\xb7',0,1
4128,USER USER USER USER USER USER Lu yg ngebuang anak ayam jablay gua mey balikin lu udah 3 bulan dia ga pulang',0,1
4132,USER Bener juga lu bangke',0,1
4142,USER USER Yaa kalo daleman nya org bejat semua susah buat bangkit',0,1
4150,MAMPUS MAU SNAIL BEE INI ERROR',0,1
4158,RT USER: USER USER USER USER Plenjas plenjus koyo bencong \xf0\x9f\x98\x81',0,1
4165,Kalau udah uts analisa struktur temen-temen berubah jadi budek dan pura-pura bolot.',0,1
4166,USER ganteng ganteng sarap \xf0\x9f\x98\x82',0,1
4174,"USER USER USER Iya betul. Gubernur sebelumnya kan cuman bisa cari sensasi yang bikin cebong girang seperti ngomong ""tai"" , ""anjing"" , nenek dibentak-bentak'",0,1
4181,Patroli nih\xf0\x9f\x98\x82. Banyak juga otak nya yg ke geser\xf0\x9f\x98\x85 pdhal baru tanggal muda ko pda gila gila\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,1
4187,USER as rein\n\n- anak choir di kelas\n- kesekolah gak bawa polpen\n- rada dongo\n- suka bantuin orang di kelas',0,1
4188,Kampang ah foto segala ngeblur',0,1
4191,Titit peler kontol baru jadi kupu-kupu',0,1
4208,USER USER USER TAE LUH BUKANNYA MAHO YA?',0,1
4210,USER Enaknya di sate atau di saus padang nih titit hehehe',0,1
4211,USER USER USER USER USER USER USER USER Nambah 100 bisa nyewa pecun',0,1
4213,"Mereka cuma tau lo brengsek! tp bagi gue lo itu nggak seperti yg mereka omongin, dan gue yakin lo pasti bisa berubah. :)'",0,1
4223,USER Asal ga labil ngewe yang',0,1
4228,USER Geblek wkwkwkwkwk. Tililing tililing (\xe0\xa9\xad\xe0\xa5\x81\xc2\xb4\xef\xbd\xa5\xcf\x89\xef\xbd\xa5`)\xe0\xa9\xad\xe0\xa5\x81\xe2\x81\xbe\xe2\x81\xbe',0,1
4244,USER Tai kaga ngajak',0,1
4246,"HEY PRIA..\njanganlah jadi Bencong ideologi !\nKiara Artha Proyek RRC , di dampingi lansung oleh wakil PM RRC\ndi kasi izin nya..\nsementara ada mantan atlit sampe sakit keras harus hidup di tenda..\nkorban kebijakan radikal ridwan kamil..\n\njd kau itu jgn kaya bencong , bicara Ekonomi URL",0,1
4271,RT USER: Persiapan malam jumat si #tantegirang yang mau #ngentot sama #kontolbrondong Aksinya kereeen!! \xf0\x9f\x98\x98\xf0\x9f\x98\x98\n\nSitus Judi Bola Online T\xe2\x80\xa6',0,1
4272,"HAHAHAH cacat banget sih baca2in chat di facebook. Cringey bikin nagih :""('",0,1
4279,"Ya. Bagiku ketika aku melihat seseorang mabuk karena minuman keras, bisa menjadi sebuah pelajaran. Contohnya setelah melihat si Syamsudin.\n\n""Oh, aku gak boleh mabuk seperti itu. Biar gak jadi goblog"" begitu kukira.'",0,1
4280,USER Aaaaaaa sakit tapi tydak berdarah \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad. Ini yg ngerettwet kampret yaaa.',0,1
4281,USER Mulai deh bolot nya_-',0,1
4290,gw suka kontol lo beb :*',0,1
4298,USER bodo anjir ngapa uangnya kek gitu si wkwkw',0,1
4305,USER Kalau ada yang percaya nenek peot yg satu ini berarti otaknya udah dungu kenapa masalah Perpres No 20 Tahun 2018 tentang TKA diributkan? Baca yang lengkap siapa yg berpihak dan siapa yang tidak berpihak?',0,1
4308,USER sok tau bgt sih njeng sehun aja betah nete di gue',0,1
4314,"USER USER USER USER Setan eh emang harusnya gk kelihatan anakku :""3'",0,1
4326,Goblinnya brengsek banget gw ktw ampe pilek \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad',0,1
4334,"Tadi devor nuna, sekarang rafen kunyuk. Anjir kapan gua tenang!? URL",0,1
4337,Bikin coldbrew agak ngasal. Pagi diminum cuman demi melek instan aja. Tai lah gua masih ga ngerti kopi enak apa ga kayak apa. Hahahaahah',0,1
4340,USER USER Si lucinta lunaa El si banci tp geulis da oplas',0,1
4353,USER harusnya kakek yang mpok mpok in cucu nete.',0,1
4374,"USER Gw merasa bego lu jwb begitu mulu --""'",0,1
4376,USER USER alalala kutu onta dibelain WKWKWKW',0,1
4397,USER Haus? Mau nete? Hubungi USER / USER \nAsi alami dari alam. Testi? Cek likes',0,1
4400,"USER USER 'Wkwkwkwk tai ociy'\n'ociy kangen sama junev?'\n'jangan jahat sama ka jendeuk'\n\n/ngesend meme/\n\n'ciy, jangan nyebut dia mulu'\n'dasar jomblo'\n'ociy udah move on?'\n\ndah ya hehehe""",0,1
4416,"USER Yaa Allah, Jablay dibawa bawa si fia bhahahahak\xf0\x9f\x98\x82\n\nIya jimin juga cuteness nya makin makin nih sialan emang.'",0,1
4420,"USER Pede banget sih, pantat panci :)'",0,1
4428,USER JANGAN MARAH KAK TAR BERUBAH JADI MONYET LAGI',0,1
4429,USER Dengan berat hati gue spg in ni kunyuk satu URL,0,1
4439,USER Anjir mama lemon',0,1
4447,USER Ngakak asw wkwkw',0,1
4473,Tampaknya aku perlu ngentot tante\xc2\xb2 atau oma\xc2\xb2 \nSiapakah yg mau... USER atau USER atau USER URL,0,1
4476,Lol kunyuk k jepang buat nnton RV toh \xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,1
4488,sompret sekali lagi enak enak tiduran tiba tiba hujan kudu masukin jemuran eh 5 menit kemudian terang lagi. ingin berkata halus \xf0\x9f\x98\xb2\xf0\x9f\x98\xb2\xf0\x9f\x98\xb2',0,1
4496,"Bagaimana dengan kalimat, ""aku selalu ada buat kamu""\n\nJANGAN BACOT DOANG, BUKTIIN.\n\nTapi akan lebih baik kalau kalimatnya dibuat seperti ini,\n""Maaf kalau aku engga bisa kasih solusi apa-apa, kalau kamu butuh aku dan aku bisa, aku pasti ada buat kamu""'",0,1
4522,USER Ternyata masih da banyak asw',0,1
4542,USER USER Kulit item burik gitu wks',0,1
4543,"USER Bener anjir, sedih'",0,1
4574,Sompret ador diprotect blm sempet gue follow ajhakabahajha',0,1
4593,wkwkwk asu',0,1
4595,USER Brp lma d ewe nya tuh Ampe bgtu',0,1
4604,USER jangan kampang',0,1
4608,RT USER: #ngemut #kontol segede itu ... terus #crot di mulut .... beuh ... kenikmatan duniawi ya gays ... #gay #coli #bahan coli\xe2\x80\xa6',0,1
4620,USER USER USER USER USER USER Anjir mainan jaaman sd \xf0\x9f\x91\x8c',0,1
4622,"RT USER: USER ""HMM GA JADI""\n\nAH GUE NGAKAK KAMPRET :('",0,1
4627,USER Gak ada gunanya berdebat...klo tujuannya semata mata hanya ingin mempengaruhi citra menjadi baik atau buruk..baik dan buruk itu bukan pakai bacot..hanya setanlah yg mengucapkan kebencian agar orang terpengaruh...muak lihat tingkah polah mereka..',0,1
4633,USER Wwkkw tae gua krn terlalu sering pake alesan mens jadi ditanya kok mens mulu sih',0,1
4641,"USER Ngewe lg yu,'",0,1
4645,"Walaipun otak lu sinting, urat malu lu putus, tapi gue tetep sayang kth jjk aja hehe. Gadeng gue sayang lo kok\xe2\x99\xa1 #HappyIRENEDay URL",0,1
4646,USER Bajingan la bukan banjingan',0,1
4655,USER Anjir ngakak :(',0,1
4656,rp haneul hobi ngocok memek pake terong.yang on retweet',0,1
4657,"USER Gua jg njir tp ntar gua mikir lg, pengen rasain eue nya huehue apa kah aku kawin sj? hm'",0,1
4659,USER USER Jancuk! Yang penting pernah membuat bahagia ya~',0,1
4660,"Jika dia tak menyukai kekuranganmu ,,,menjauh dan lupakanlah dia,,,tu berarti dia hanya isengin titit kamu doang,,,,\nBiarlah om yg menemanimu saat terpingkal,,,\n\n#hahajaaha'",0,1
4674,USER gembel belajar besok un //',0,1
4678,USER USER USER Ya nggak lah...\nYg ada Sunter gading Kemayoran banjir kencing onta..\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,1
4690,"'mau crita anjir sedih banget'\n'iya crita aja didengerin kok' \n'iya masa ya.......'\n'LAH SAMA'\n\nujung ujungnya dia yg crita, aku yg dengerin :)""",0,1
4696,USER Anjir covernya sama wkwk',0,1
4699,"Dulu, seumur hidup gue gak pernah ngeliat kecoa terbang. Beberapa lama kemudian, untuk pertama kalinya gue liat kecoa terbang di depan mata gue. Dan semenjak itu gue jadi sering ngeliat kecoa terbang. Dan gue takut kalo mereka terbang. Bangke.'",0,1
4704,Yooa juga cantik banget edan.',0,1
4707,USER USER USER USER USER Silit bau jigong',0,1
4708,"USER Medokan ndi? Ga ngerti aku yoan.\n\nMAKANE, mama ku macak budek nek aku jalok sangu \xf0\x9f\x98\xad'",0,1
4718,USER bodo yang penting mak bahagia',0,1
4720,Padahal bentar lagi ketemu kika tapi tetep ngobrol di semua platform sinting banget',0,1
4730,seharian bedrest. gua pikir udah malem. ternyata baru setengah 7. bajingan :(',0,1
4733,USER buzzer nya si zonk. gembel warnet nunggu kecyduk. digaji brp si?kl gede sini gw ajarin biar ip jadi anonim',0,1
4737,USER USER USER Cacat jugak',0,1
4744,USER Dia mana mau nete di boneka mampang :(',0,1
4745,"USER untuk gw gak goblok:""&gt;'",0,1
4760,"RT USER: Mahasiswi dipaksa ngemot kontol Dosen sebelumndi entot, demi mendapatkan nilai yg terbaik di kelasnya \xf0\x9f\x98\xae\nURL",0,1
4761,"Gosip di buat oleh org iri,di sebarluaskan oleh org bodoh,dan di terima oleh para idiot'",0,1
4766,RT USER: Enaknya ngentot ramai2 URL,0,1
4768,hue mimpi gua buta asw amit2',0,1
4770,Kan dah tak masal kena kutuk satu group. Hahaha kampang nye',0,1
4791,"Sial Banget aKu Hari ini ! Udah Kena Copet , Sakit Mencret , Jalan Kepeleset , Kaki Lecet , Muka di jepret sama karet , ehh skarang status Sekarang Malah Di baca Sma Monyet .. !! wkwkwk'",0,1
4799,duh rindu gesekan kontol doi ke memek~',0,1
4816,USER Ihh itu marahin cordi nunanya oppaa masa mau ambil2 guguk ku : ( kaya bencong aja dia ngambil2 punyaku-! \xf0\x9f\x98\xa2 .nda',0,1
4840,USER Ah anjir favorit gue bgt',0,1
4845,Bangke. Gua udh bangun pagi malah masuk siang',0,1
4855,"Memang anak-anak Regina Ant (RA) ini cerdas-cerdas..\nSanking cerdasnya banyak yang menelan sistem mentah-mentah.. \nSehingga banyak yang salah menjalankan, karena salah penafsiran... \xf0\x9f\x98\x85\n# Regina Ant\n# oh.. anak, cucu, cicit, cocot saya rupanya mereka.. \xf0\x9f\x98\x82 ups.. \xf0\x9f\x99\x8a\xf0\x9f\x99\x8a'",0,1
4863,"Jadi, yang saling marah-marah itu adalah si Syamsudin sama si Ari. Aku juga sedang ada. Katanya sih si Syamsudin mabuk. Jadinya goblog kayak wasit.'",0,1
4870,USER tampang sederhana padahal boneka kunyuk',0,1
4871,USER BODO EH HAHAHHAHAHHHHAHAHAHA BADU ARHHH NGAYAH PANGAN DIRI KETU KU NEMU D CRINGE SIAL',0,1
4879,USER OHH SI KUNYUK ITU',0,1
4883,"USER ""Pala lu jumplitan. Itu ngeliatin gua, kunyuk.""'",0,1
4885,USER Makan tu titit',0,1
4892,"USER Wooy diem bae, ngewe lah ngewe'",0,1
4903,hyunjin sinting emang ganteng bener',0,1
4915,USER Sipit? \nAnjir dibilang sombong mulu gue',0,1
4923,USER Yuk nete',0,1
4939,Asw ini 11:45 lho dan skrg ngantuk.',0,1
4948,"USER USER USER USER Gak juga, banyak lapangan kerja kok di luar jawa, kalau kerja mau milih yg enak aja ya ikut aja demo berjilid2 ke monas, modal congor doang, makan siang dapat, uang saku dapat juga 50rb..'",0,1
4949,"Paket kompliy misuh pagi ini yang qu dengar &gt;5x ""goblok cuk anjing"". Blessed my ear.'",0,1
4975,USER GEBLEK NGUAKAK AKU ANJYR WKWKWKWWKKWKWKWKWK',0,1
4977,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Itu minta nete sama elu',0,1
4978,"USER USER Keliatan tukang pijat nya gk punya bf kayk saya,, jd doyan kontol kayk begitu'",0,1
5011,USER Ayo siapa lagi yg mau berevolusi atau bermutasi genetik jd cebong',0,1
5014,URL &lt;-#ngentot #bugil pacar lesbi',0,1
5017,RT USER: #RETWEET \nYg lagi viral...Video mesum marion jola indonesia idol\n\n#horny #memek #colmek #colokmemek #jembut #memekbece\xe2\x80\xa6',0,1
5023,USER USER LAHSI KAMPANG GUA DI DULUIN PARAH LO JEP KAN GUA JOMBLO SNDRI NIH',0,1
5026,Sinting gua asli anak winner beneran pada punya twitter',0,1
5029,Kampret\n\nKemaren cepet2an beli sekarang dijual online \xf0\x9f\x98\xa4\xf0\x9f\x98\xa4\xf0\x9f\x98\xa4 URL,0,1
5042,wah udah gila URL,0,1
5050,Gamungkin dong gue ngemafia masa mainin 3 acc edan!!',0,1
5055,"*dimall*. Pak, Mama Aku Hilang. Security Bentar Ya. *cek Cek"" Pengumuman U/ Org Tua Asu. Yg Merasa Kehilangan.'",0,1
5056,USER Arseto..ini kunyuk yg sedang cari panggung...',0,1
5077,ada yg mau imejin eue di tl sama gua ga kena dare nih',0,1
5084,USER heleh \n\nmodar sana hush',0,1
5089,RT USER: https:// #ngentoto #mememk #lonte #lempung #kontol #crottt #jembut # pecuh URL,0,1
5103,RT USER: Tutorial Ngeluarin goblok dari otak....',0,1
5111,"USER iya eh sumpah awalnya tuth dikit doang diujung nyadarnya pas pulang dari patbingsoo pas aku bangun sahur edan dah 1 hape :""'",0,1
5130,Apa boleh aku simpulkan.\nAkhirnya semua pada CUCI TANGAN mencari selamat Sendiri?...\nKalo ya..BRENGSEK... URL,0,1
5139,"USER Dowoon lah jadi keak cool2 najis minta ditabok gitu gaksie:""('",0,1
5156,"Makin ke sini makin ngerasa bacot orang gada habisnya, tapi hidupnya tetep gitu gitu aja.'",0,1
5157,ok masalahnya aku sikda pun banding kolej mrsm ngan sbp???? aku just padah jangan banding RESULT exam tiga buah sekolah ya bah paloi????? aku padah tiga2 ya paper exam lain bah bebal???? kau paloi kah bodo??????',0,1
5160,pengen benget jilet memek',0,1
5165,"RT USER: Main layangan\n\n\xf0\x9f\x91\xa6 benang kuat kan, takut putus nanti\n\n\xf0\x9f\x91\xa8 ga mungkin putus, kita jarang berantem\n\n\xf0\x9f\x91\xa6 tai\n\n-gobs'",0,1
5168,"Akhirnya dapet pencerahan jg soal Adora-Hilman-Alina. Too complicated, tp faker emg bener ada sih di rl, emg nyatanya ada kok yg seniat itu buat jd faker. Gila gasi. Gapaham sih kenapa mesti jd faker gt? Apa sbnrnya doi penyuka sesama jenis yg show off gt? Apa gmnsi:('",0,1
5172,"USER lah gue ampe dikatain kampang, ya gue mah anggep bercandaan aja'",0,1
5181,USER Karna lu jbjbnya udah siang coba tdi pagi pasti masih pagi yakan? Tolong jangan goblok tang wkwk',0,1
5185,"dilema hp wafat disaat bokap nyokap lg dinas luar pulau dan adek lg ikut pengkaderan jd ga pulang2 dan lo sendirian dirumah.. wah edan kali kau nuy :"")'",0,1
5195,USER Pengawean gue bacanya peng eue an',0,1
5197,USER ngewe napa',0,1
5198,"USER ini setan muncul dimana"" heran'",0,1
5200,najis jam segini belom tidur malah baru masak nasi hmmmmz',0,1
5202,"nonton tv isinya banci mulu, yutub juga...ahhh elahhh'",0,1
5207,"Dan seorang gadis, meski sudah berada di benaknya selama beberapa bulan terakhir, menghantui pikiran seperti bayangan gelap (namun yang satu ini justru bikin senang), tidak boleh menghancurkan mimpinya.\n\nBolehlah orang mengatainya bajingan, brengsek.\n\n\xe3\x85\xa1'",0,1
5219,USER Iya lu babi nya cif wkw',0,1
5225,Mz kalo sa gapake kacamata di saat petang situ senyum mau gantengnya gmn juga ga keliatan. Mau nyapa ya nyapa aja aing ga budek kok. Hhhh \n\n*diomongin mz2 di kolam krn berkali disenyumin katanya judes amat buang muka mulu*\n\n**lagian ga akan buang muka ga punya lagi nanti**',0,1
5226,Kunyuk ngapain \xf0\x9f\x98\x82 URL,0,1
5232,RT USER: ummi sampe kempot2 gitu pipi nya....doyan ya ummi sedot kontol URL,0,1
5234,"ternyataa setelah nntonin video"" bigfloo selama ini humornya hightop nyampe d otak gw HAHAHAHAHA sarap ni magnae satuu doi kayak 4D dah kalo gk ad doi apa kabar ni grup krik krik \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0,1
5236,"/peluk badan lu dr belakang; selipin tngan kedalem cd lu/ ngaceng nih yang- /gesekin jari tengah ke bibir memek lu; teken"" klit lu/'",0,1
5242,"Bentar....kuping gue yg sarap apa pas Yura nyanyi bagian potongan kata ""an"" dari ""antara""....suara doi tetibaan kek lakik?? ._.'",0,1
5248,"RT USER: Aku: ya Tuhan gini amat hidup ku apa sih salah ku\nTuhan: banyak, goblok.'",0,1
5253,USER WOI YANG GEMBROT KAN KAKAK',0,1
5274,"Pas beli makanan dibelakang ada tulisannya ""jomblo di larang mengkonsumsi"" bangke gue jomblo'",0,1
5281,USER Buka ku ngentot lobang memekmu yg enak itu',0,1
5286,"USER ga ngerti lu ngetik apa, iyain aja daripada makin bego gua wkwk'",0,1
5297,"""jual kantin, jual kntl, jual kintin, tau gitu ngapain minjem duit ke sodara sendiri"" HAHAHA YOKSI NENEK KU'",0,1
5301,USER Sibuk eue',0,1
5303,USER Eh kunyuk.. Aku nih udh kuliah lohh.\nKmu anak sma ya? \xf0\x9f\x98\x85',0,1
5306,USER pengen ane emut emut say memek sexynyaa',0,1
5307,USER Jgn bodoh. Jijik fak',0,1
5316,"USER Bukan random lagi, edan iya ]]'",0,1
5318,Kajox ga on si kunyuk deact si tete ilang entah kemane -_- abis dah bestie cowo yg gua punya',0,1
5321,Cowo kalo ngambek bisa ampe berhari hari ya? asw jddnjdjdej galau genk',0,1
5322,"USER masi mending aku blgnya anak gendut, drpd jablay'",0,1
5333,USER titit berjamaah #DUMXCAMPING',0,1
5337,kontol aa udah gk sabar ngentotin memek eneng.',0,1
5350,RT USER: Kontol bengkok\xf0\x9f\x98\x86 URL,0,1
5351,RT USER: RT USER: Cowok ganteng six pack pamer kontol besar beurat di kamar URL,0,1
5354,USER apakah terlihat spt banci? URL,0,1
5360,"21. Kekuranganmu lebih banyak dari kelebihanmu hehehe. \n\n- Suka ngaret. Kalau balas pesan tuh lamaaa banget. \n- Nyebelin. Suka buat aku hipertensi.\n- Suka ngatain aku yang aneh-aneh. I'm okay : )\n- Ngambekan.\n- Lemot.\n- Bolot.\n- Repeat.\n\nIni dah aku buat pas jadi 288c seneng gak?""",0,1
5362,RT USER: Ajari aku bagaimana bersikap masa bodo seperti yg kamu lakukan padaku \xf0\x9f\x98\x80',0,1
5368,"USER ""cowok di dunia ini itu cuma ada 2 macem kalo bukan bajingan ya maho""'",0,1
5372,Aku syak jerawat ni spesis fans chelsea lah suka tumbuh dekat dalam hidung ala ala gua gitu. \n\nDah 2018 move on lu jerawat. Tumbuh aja dimana ya terserah yang penting bukan di hidung ya setan budek.',0,1
5373,"USER Yo, yo, ini kontol :D'",0,1
5376,cewe itu gak selama nya bisa sabar ngadepin kelakukan bajingan laki-laki',0,1
5380,"USER wkwkwkwkwkwkwk kenapa dihapus twitnya, uda? Saya ketawa kenceng sampai seisi kantor pada bingung. Yg nonton film itu babi hahahahahaha'",0,1
5382,USER UWOY JADI BENCONG JUGA HAHAHAHA \xf0\x9f\x98\xad',0,1
5410,USER ngakakakakaka bete banget asu',0,1
5423,bgst masih aja ngomongin titit',0,1
5424,RT USER: Slim ... yuk #coli malem minggu ... #kontol #gay #bahancoli URL,0,1
5429,USER Edan tenan..\xf0\x9f\x98\x95',0,1
5430,USER Keren memek nya ya om hiu',0,1
5435,RT USER: digilir dua kontol besar URL,0,1
5446,USER budek lu mah',0,1
5458,RT USER: Jam lembur malah pada ngentot\n\nURL,0,1
5463,USER USER USER USER Ini antusiasme lebih ke pengen ngukur kontol mas iper apa mau ngewe sama gw? \xf0\x9f\xa4\x94',0,1
5465,"USER Edan, 1 triliun.'",0,1
5468,"sinting udah digedein volumenya udah di dengerin taunya pas diputer bukan day6, marah:('",0,1
5470,Bulan puasa mah dilanrang mengeluarkan kata kata kasar &gt;anjing setan bangsat kampang bedul.',0,1
5482,USER USER Badan gede keker kelakuan kunyuk:(',0,1
5484,USER ih pinter gembel nih anak satu ^_^',0,1
5488,USER USER EH TITIT KAMU TADI KAYA GINI',0,1
5489,USER Ngentot yuk mba',0,1
5493,USER SAMA ANJIR. menurut gue udah bener banget tapi ternyata zonk?!?!',0,1
5502,terkutuk bgt pokoknya yg niat jahat',0,1
5513,USER USER Sayangnya yg lebih baik juga blom ada \nBlom ada yg bisa gantiin pakde jokowi\nOjo tambah edan lho jon RSJ kebak wisan',0,1
5520,Memek kalo udah basah gini enak banget keluar masuk pake jari jadi licin.',0,1
5523,USER Titit nya kecil padahal punya bocah',0,1
5530,"""Ayo Alex, jangan udik.."" gumamnya merutuki diri sendiri.\n\nIa lanjut menulis, \' Atmosfer di planet ini belum cukup baik untuk ditinggali manusia. \''",0,1
5534,KAMPRET MARKSON GUE SAMPE GARUK2 KASUR URL,0,1
5536,USER Kamu bau bangke',0,1
5549,"USER Bukan cuma foto selfie, tapi juga foto badan, dll. Terutama foto yang bajunya terbuka. Beware, orang sinting makin banyak. Setidaknya menjaga itu lebih baik.'",0,1
5562,"gue sih ya dibilang sombong biasa aja, karna gua ga ngerasa kalo gua sombong, gak kayak lo dikatain sombong dikit kek setan'",0,1
5579,USER USER USER USER USER ketok goblok e ancen bencong ngalam iki \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,1
5600,RT USER: Banci mahal pelangganya keren2 \xf0\x9f\x98\x83. USER URL,0,1
5604,USER jem kampang lo ya ganteng pisann ihh',0,1
5619,RT USER: Posisi begini .. mantep ... yo #coli #kontol #gay URL,0,1
5623,USER Najis slek gara gara majalah gaul',0,1
5630,PROFESI APA YANG COCOK SAMA AYAM?\n\npecun',0,1
5638,RT USER: Jaga gf nie ibarat kita jaga kebun. Kena tengok selalu kalau tk tengok takut nanti tiba tiba tersodok dek babi. You know b\xe2\x80\xa6',0,1
5641,Bahas kucing jilatin titit kenapa kamu gembira banget? Dasar mesoom USER',0,1
5642,USER USER woy goblog gw ngakak=))',0,1
5662,"USER USER USER USER USER Lah iya juga, perlu lah itu diselidik\nJarang ada yg ""sengaja follow"" akun tuyul tnpa alasan \xf0\x9f\x98\x81'",0,1
5671,bisa ga sih aku gak geblek sehari aja hjshshshhshh',0,1
5674,"USER 99woojinn manggil gua bodohie\nw_oojinprk manggil gua bodoh\nParjin manggil gua bego\n\nBesok2 autis gua :"")'",0,1
5684,USER AUTIS GARA2 GIGI GINGSUL PWJ \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,1
5685,USER Temen setim yg ngejer buat kill musuh sampe mampus padahal tower tim udh gundul',0,1
5687,Jilatin memek aku donk mau ?',0,1
5688,RT USER: #RETWEET \nGadis medan kulum/ngemut kontol enak punya pacar..\n\n#horny #memek #colmek #colokmemek #jembut #memekbecek #n\xe2\x80\xa6',0,1
5690,USER bhahahahahahaa geblek ini. punya duit tapi giting salah beli produk keknya.',0,1
