,Tweet,HS,Abusive
5192,Statemen pak USER ttg kartu kredit akan jadi bahan nyinyiran baru. Krn sblmnya Bu SMI bilang utang LN itu spt Kartu Kredit.,1,0
5224,Pokonya apapun masalahnya Yg salah tetep jokowi aja...,1,0
5231,RT USER Kalo memang anda tdk cocok dng KPK bubarkan aja. Kalo bisa. Jangan hanya dicaci maki spt anak kecil.,1,0
5239,Jgn pernah memilih pemimpin penuh kecurangan seperti ini; #BalikinKeSolo; #BalikinKeSolo,1,0
5252,Senang ngeliatnya. Adem dan akrab banget. Serasa selevel gesture dan perkataan keduanya. Yg kemarin naik chopper pencitraan silakan nyebur aja di laut selatan ya.,1,0
5256,"mas joko br 3 th kelakuan sdh mulai otoriter,gmn 32 th, bs hbs rakyat sperti rezim sadam, khadafi atau as sisi,mk nya hrs selalu diingatin bro",1,0
5282,"USER USER Pejabat Era Jaman Now.. nunggu viral dulu, nunggu respon 'kejam' netijen, lalu pura2 terkejut.. baru merespon. \n\n1. Klo netijen puja-puji, pasti digelontor..\n2. Klo netijen caci maki, ya di usahakan sekedarnya biar terl",1,0
5309,Ganyang PKI DaruratPKI,1,0
5310,Prabowo: Jangan Suka Pakai Kopiah Orang Lain Nanti Disangka Tak Punya Uang URL,1,0
5311,"Minoritas mana yg tertindas di Indonesia, cina bahagia aja kok",1,0
5332,44. Dengan cara itu gerombolan USER USER dan Rizieq FPI terus bisa memainkan isu Pemerintah Jokowi pro PKI. USER.,1,0
5335,Terciduk! Indra Piliang Relawan Anies-Sandi Ketangkap Narkoba Nahloh URL,1,0
5338,RT USER Klo gk kasih aja gelar doktor sama juragan mu prabowo sebianto calon presiden seumur hidup,1,0
5367,Pemeluk agama Budha di indonesia 90 % adalah etnis TIONGHOA (CINA) yg didalam nya adalah sejumlah para Taipan2 penjajah besar indonesia,1,0
5369,Kalo sekarang ada PKI gaya baru Jokowi antek komunis,1,0
5377,semakin di biarkan semakin habis nih aset negara. lengserkan jokowi.. URL,1,0
5387,RT USER: USER Aaaah kemana aja sih politisi Gerindra nih... wong jokowi ngomongnya aja dikit2 yg byk malah bagi2 sepeda ...,1,0
5395,USER Saya NU saya tidak mengakui said aqil sebagai kiai dan saya tidak akan pilih jokowi.,1,0
5397,Rezim anti islam..Sampai kpn kau zalimi ulama kami URL,1,0
5398,"Mana bisa percya lagi,sdgkan induknya penista smp skrg lum ditahan tp malah dibela. URL",1,0
5399,ANGGOTA DPR INI SDH TUDAK MALU BANYAK KORUPSI TP TDK MAU DIGANGGU,1,0
5407,Hanya 2 analisa terkait LBH 1. Sudah disusupi komunis atau 2. Jadi antek para jenderal tua yg sekarang jadi penguasa negara,1,0
5408,"Ciri khas Muslim Pak USER mungkin termasuk Anda, tidak berani berargumentasi, beraninya bawa2 malaikat",1,0
5418,"Bapak bangsa Indonesia adalah Sukano, bukan ulama, kiai, atau pejuang muslim. Pejuang muslim mendirikan Negara Islam",1,0
5422,USER Bener prabowo aja yg pergi ke rohingya jgn bisanya hanya mengkritik doang,1,0
5426,USER whuahahahah baru di rezim ini usir maling pake duit rente di banggakan itupun belum utuh jd milik negara\n*sepakat mau bodohi rkyt yg sdh hilang rasa percayanya.\nheheh',1,0
5437,Dinamika politik hari ini adalah refleksi upaya koalisi SBY - Jenderal Merah dan TNI merebut Jokowi,1,0
5438,?AYO KITA VIRALKAN?; ; Sangat memalukan USER membuat pernyataan FITNAH!! ; terhadap USER !!; ; Warga Kampung Akuarium membantah pernyataan Gubernur DKI JKT Anies Baswedan yg menyebut 24 warga meninggal dunia krn tinggal di bekas penggusur,1,0
5475,RT USER lucu ya yg dihina polisi ngehinanya pas ada polisi dan polisinya ada disitu. dimana letak wibawanya polisi? Politic_ID KaPolri,1,0
5476,Ayo secepatnya kita revolusi lengserkan jokowi sblm negeri ini di azab Alloh SWT krn semua penegak hukum & presidennya sdh diluar batas,1,0
5478,35.Umat Islam harus selalu memiliki kriteria sendiri terhadap pilihan pemimpinnya. pemimpindarimasjid jangan pilih pemimpin non muslim,1,0
5492,"RT USER: prabowo subianto ketika menjadi ""aktor"" di TNI ketika 98 pun jabatannya adalah Pangkostrad. hampir saja berhasil ""kudeta""",1,0
5498,USER USER USER USER Hah kok rezim ini aneh? Yang perintahkan jokowi mesti?,1,0
5503,"Kapan ya ada demo lagi dengan membawa teriakan ""Lengserkan Jokowi sekarang juga"" di depan istana... blokir jokowi",1,0
5504,Alasan nolak perpu: 1. Menunjukkan watak otoriter pemerintahan Jokowi 2. Memberangus kebebasan berekspresi 3. Bertentagan dgn nilai-nilai demokrasi,1,0
5505,Terbukti sudah rezim ini anti ulama dan umat Islam. URL,1,0
5512,Retweeted #2019GANTIPRESIDEN (USER):; ; Tenda Abang Becak Mau Disita Polisi Karena Tulisan #2019GantiPresiden,1,0
5517,Ganti Rezim ; GantiPreisden ; ; Jgn Pilih Paslon Usungan PDIP Di PILKADA 27 Juni 2018 ; ; #2019GantiPresiden,1,0
5518,Aamiin YRA.. InsyaAllah #2019gantipresiden ????,1,0
5519,masy sudah tidak membutuhkan DPR bahkan justru tersa membebani rakyat dan negara URL,1,0
5521,RT USER mulai sangat jelas terang jokowi itu diktator,1,0
5525,SKJ. Semua karena Jokowi. URL,1,0
5527,"itu kalo USER beneran otoriter sebagaimana dilabelkan, pulang-pulang tinggal nama tuh.",1,0
5529,Bahagianya... jakarta sudah kembali seperti yg dulu... Ahok memang tidak layak jadi Gubernur jakarta karena... URL,1,0
5537,Presiden USER otoriter!,1,0
5538,"Sebagaimana data di negara-gara komunis, Kenapa dia g sebutin di rezim komunis, nyawa Rakyat Juga gratis??!",1,0
5543,Karna berbagai laporan Polisi Anies Sandi batal dilantik.. URL ada penipuan ada sarah cean ada pula kasus narkoba.,1,0
5547,"Anda mengejek Islam, yang mengajarkan di luar Islam salah, agar Islam tampak benar, padahal apa yg benar dari Islam",1,0
5551,"USER USER Mendukung gubernur bermulut kotor, suka bawa2 isu sara, memaki kesana kemari, sebut AlMaidah51 di peresmian tambak (entah apa hbungannya ikan dgn Almaidah51) adalah ciri orang tidak cerdas. ?. #2019GantiPresiden",1,0
5555,"ISIS adalah Islam, Islam adalah ISIS, mau hidup baik tinggalkan Islam, stop solat & mengaji",1,0
5558,dia mengaku Presiden indonesia.. padahal pembela penjajah Cina..,1,0
5564,Nama: Andi Taufan Tiro Status: Terpidana Kasus: Korupsi Mendukung Anies-Sandi,1,0
5569,KY Tdk berfungsi makan gaji buta habisin APBN Hakim nakal merajalela BUBARKAN USER USER USER URL,1,0
5578,10 tahun SBY isu PKI nyari tdk ada. Baru 3 tahun jokowi simpatisan PKI sprti dapat kesempatan emas. URL,1,0
5613,Tidak ada solusi lain selain #2019GantiPresiden,1,0
5617,"Secara objektif harus diakui peluang Anies jadi Presiden 2019-2024 lebih besar dibanding jadi wapres jika duet dgn Prabowo\n\nKita akui Prabowo lemah dalam mengamankan diri dari serangan fitnah, penyusupan, penggembosan dan pengkhianatan\n\nPrabowo juga",1,0
5618,??????; Ayak2 wae ; #2019GantiPresiden,1,0
5627,USER USER - Kalo kalian punya uang sebanyak itu Knp ga bantu pemerintah ?\n- Knp ga beli saham freeport ?\nKalianlah Yg sebenarnya antek aseng asing anti INDONESIA..',1,0
5634,Setuju! Bubarkan KPK! Angkat USER jadi Ketua Badan Pemberantasan Korupsi berikutnya!!! URL,1,0
5644,USER Rezim anti islam ... benar kan ! Gak bs dipungkiri lg ..,1,0
5652,USER USER USER Ucapan yang gak penting untuk di dengar... Bikin indonesia gak maju...,1,0
5658,"Usir dubes Myanmar dari Indonesia, tanah air negeri ini haram untuk mereka. Dan teruntuk saudaraku ummat Budha... URL",1,0
5659,RT USER Putra Daerah pada kemana? masa Siliwangi mau di ganti Ondel Ondel pak USER serius....,1,0
5666,"USER USER Klo menganggapnya gak enak/haram, brarti dia kafir. Fix!'",1,0
5668,RT USER Goreng trs zon...yg penting demi naikin nilai prabowo apapun hajar saja...tabrak saja ...,1,0
5672,"#Pemimpinkafir kepada ulama saja berani menghardik, apalagi kepada Anda rakyat biasa. #tolakpemimpinkafir #stopkriminalisasiulama",1,0
5703,suu kyi antek komunis?USER: Sindir Suu Kyi Duterte: Menang Nobel Perdamaian,1,0
5706,Besok kalau Prabowo nyapres lagi dan teriak-teriak lagi masalah pendidikan jangan dipercaya ya. Sekolah yg dibakar aja dia ga bangunin,1,0
5709,KASUS SARACEN : Pengacara Sebut Asma Dewi Relawan Anies-Sandi,1,0
5712,Agama selain Islam hidup enak disini cina hidup bergelimang harta. URL,1,0
5713,Korupsi e ktp terjadi pada jaman SBY pak tengku URL,1,0
5717,"USER Tulah, kening macam yahudi mesti ramai orang benci u'",1,0
5718,Rezim tukang klaim..disebarkan media Dan buzzer seolah olah kerja JKW.pd hal cuma tanda tangan. URL,1,0
5720,Turunkan tirani !! Jangan mau kalah dengan tirani. Ahok sudah tumbang. Tinggal satu lagi tugas kita.,1,0
5722,USER Pks yg hrs sadar diri. Rakyat tdk percaya Pks krn jd antek korupsi dan kemunafikan',1,0
5726,Bung Karno juga dihianati PKI yang PKI itu mayoritas orang Jawa kemudian PKI di bantai lagi sama Pak Harto yang dari Jawa. \n\nSekarang malah Jokowi mewakili suara mayoritas Jawa yang pro asing.',1,0
5732,Mereka semakin nekat kalau terciduk untuk framing pak Jokowi diktator &amp; anti islam URL,1,0
5738,Satu satu semua akan tergantikan pada waktunya. Setelah Gubernur Jakarta Tumbang ke Pak Anies dan Bang Sandi.; ; Kini tiba saatnya Presiden juga Insya Allah akan beralih ke Pak Prabowo di 2019 nanti.; ; #2019GantiPresiden,1,0
5742,USER APA SIH KOK KAPITALISME HAHAHA. dasar antek antek komunis.,1,0
5744,Ini Gubernur Pribumi lo yah. #2019GantiPresiden,1,0
5746,SBY ERA: Kemana duit negara proyek mangkrak semua..,1,0
5747,USER lembaga survey nya bagian dari tim jokowi jadi independensi nya di ragu kan,1,0
5752,Jangan Ragu ganyang PKI segera,1,0
5770,TNI menyerukan nonton 30S karena pemerintah sekarang pro komunis pki,1,0
5785,RT USER USER USER Oh..ini ma antek nya komunis bung...,1,0
5788,USER Orang keturunan Cina jadi gubernur aja bermasalah di Indonesia ga usah ngomong orang Padang jd presiden Singapur USER,1,0
5792,USER Apapun dibentuk utk mendukung REZIM PANIK... jangan lupa yaa #2019GantiPresiden',1,0
5800,"USER Pak USER Muhammad ngaku nabi akhir silahkan, tapi tak boleh merampas hak orang lain mengaku nabi",1,0
5804,ga tau malu nih cina harus angkat kaki di istana !,1,0
5807,USER Mantap selamat utk #2019GantiPresiden #2019PresidenBaru,1,0
5810,Anak PKI yang pro Syiah dan antek asing juga diktator komunis dengan kebijakan neoliberal. Wadaw,1,0
5812,"2017 ahok dilengserkan,misi berikutnya 2018 lengserkan jokowi JakartaKece",1,0
5815,Lengserkan segera klo masih ngotot lanjut reklamasi!!!,1,0
5822,"suka lucu klo ada orang bilang ""karna ahok dipenjara jkt makin ancur"" lah berarti gubernur pengganti yg skrang ga becus dong?hahaha",1,0
5825,Besok kalau Prabowo jadi nyapres dan teriak-teriak masalah Indonesia bebas korupsi jangan dipercaya ya. Nyatanya fadli zonk ga dimarahin tuh,1,0
5833,prabowo jangan bisanya koar2 pencitraan terus,1,0
5834,"Yang bunuh orang ahmadiyah, syiah emang pki yaaa",1,0
5836,49. Prabowo dan gerombolannya tidak mampu menandingi USER dgn isu... URL,1,0
5839,RT USER: USER ada baiknya beliau diminta mundur saja pak USER jika memang mau berpolitik,1,0
5841,"Isu PKI muncul dlm semangat fitnah OborRakyat (pks) saat pemilihan presiden""14..tp yg gk habis pikir knp Pimred OR malh dijadikan direksi BUMN? Blunder",1,0
5844,Omongan Ahok TERBUKTI LAGI! Anies Sandi INGKAR JANJI Soal Reklamasi: URL melalui USER,1,0
5845,"Anda hrs bersumpah demi Allah SWT benci kafir Pak Lukman, tak akan nyebut Islam damai slama Sunni Vs Syiah berseteru",1,0
5848,Saracen dan narkoba. Jakarta jadi apa kalo dipimpin anies URL,1,0
5851,okezonenews Penggunaan Anggaran Negara Jokowi: Banyak yang Ukuran Kinerjanya Tidak Jelas URL URL,1,0
5853,RT USER prabowo cemeeh usaha pemerintah masalah rohingya sementara dunia internasional memuji. Keliatan bhw ucapan prabowo pencitraan,1,0
5859,RT USER Unch ena nya jadi bapak sby korupsi teruss,1,0
5861,Kalau sudah begini sebaiknya jokowi mundur diri aja. Lempar handuk ngaku tak mampu memimpin negara. Kalau tidak mundur kasihan rakyat semua,1,0
5868,"USER USER Gak Perduli ; Reply-ku nyambung apa enggak, ; yg penting ; #2019GantiPresiden; #2019GantiPresiden; #2019GantiPresiden; #2019GantiPresiden; #2019GantiPresiden; #2019GantiPresiden; #2019GantiPresiden; #2019GantiPresiden; #2019GantiP",1,0
5873,"info di kompasiana, prabowo keturunan Yahudi benar ga ya? URL URL",1,0
5892,"USER Iye, dari dulu gw berharap ahok di penjara,; Tapi bukan dalam perkara almaidah, sih.",1,0
5899,29. Ahok sudah terbukti menggunakan jabatan dan kekuasaannya selaku Gubernur Jakarta utk kepentingan sebesar-besarnya para taipan RI dan China,1,0
5908,RT USER Bubarkan aja lah pansus bersama dpr nya rakyat rugi bayar pajak utk gaji mrka g ada kerja nya jg sibuk sma kpntngn mrka sndri..,1,0
5909,"USER Pak USER Muhammad naik buraq dari Mekah ke Yerusalem, pasti dongeng, naik apa Ibrahim ke Mekah?",1,0
5913,USER USER USER antek komunis teriak komunis,1,0
5914,Gak usah banyak protes.Apa Anies konsisten dengan janji kampanye.Klu janji tdk terealisasi harusnya di batalkan jadi Gubernur,1,0
5924,USER Pamor RK jadi seakan tak ada artinya jika parpol pengusungnya pendukung penista agama...,1,0
5929,RT USER: Hanya antek cina yg tdk percaya komunis sprt orang ini musuh dan pembantai muslim URL,1,0
5932,"OTW jekardah, wusssstt..turunkan Jokowi!!+",1,0
5943,Amin rais dan prabowo ngotot ngomongin ROHINYA biar di kata pahlawan. Padahal ada maunya,1,0
5950,"Yg ancam mau lengserkan Jokowi bkn FPI tapi alumni212,lgian apa ada uu yg ngatur kalau mau lengserkan Jokowi hrs permisi dl ke pendukungnya",1,0
5958,Sebagian katak ge er bahwa isu ini memang untuk menjatuhkan rezim. Namun isu ini adl kerja intelejen mengcounter pergerakan komunis.,1,0
5963,Lengserkan JoKowi cs GAgal dlm memerintah,1,0
5968,USER Aamin mungkin bisa diawali dengan pilkada 2018 jangan pilih calon dari partai-partai pengusungnya. Puncaknya di #2019GantiPresiden,1,0
5972,seruannya ga rasioanal bubarkan PKI ganyang PKI emang ini tahun jebot ga sadar ini era terbuka,1,0
5980,Coba dicek struktur tim kampanyenya anies sandi yg jelas Asma Dewi ini wakil bendahara aksi 212,1,0
5992,"Mengapa mereka gigih memperjuangkan 2 periode? Teringat cerita relawan ya, karena setiap proyek yg masuk mereka merasakan nama ya fee. Jd tdk dipungkiri lagi andai rezim ini runtuh maka penjilat2 itu akan miskin mungkin juha di bui. #2019GantiPresiden'",1,0
5999,RT USER Klu USER di bubarkan trus siapa yg mmberantas korupsi pak USER ? Jelas korupsi merajalela apalagi di DPR.,1,0
6002,USER USER USER Gubernur koruptor Maksud Lu. RSSW. Reklamasi. Itu kerakusan si Ahok.,1,0
6007,"USER USER USER Kacau dibuat kampanye, emang negara ekong nya? #2019GantiPresiden",1,0
6009,Jokowi meminta masyarakat beralih memakai mata uang Tiongkok..!!!; #2019GantiPresiden,1,0
6011,RT USER: USER Terus PM malaysia itu nyindir jokowi lalu diartikan nyerang jokowi? Hehehe,1,0
6012,PKI akan bangkit,1,0
6017,USER USER USER USER Ambil sapu lidi biar kt bubarkan tuh pansus KPK,1,0
6018,Ya Allah Gusti...kenapa USER pada diam selain; USER USER USER ; #2019GantiPresiden ; USER USER USER,1,0
6020,Cocokk... ; #2019GantiPresiden,1,0
6026,USER USER USER USER USER USER USER USER USER USER PKI YANG MAU MERUSAK ISLAM ....BAHAYA !!!!',1,0
6041,Para antek komunis di YLBHI sedang bermain playing victim,1,0
6049,USER USER USER USER USER USER USER anda kalo merasa tersinggung jangan koar2 di twitter...laporin sana ke polri...paling juga ditolak...wong deliknya gak jelas kok agama yg mana....waktu ahok menista,1,0
6059,RT USER Ayo jenderal tebarkan pesonamu demi 2019 jangan USER lagi lah calonnya,1,0
6063,USER USER USER USER USER wuih.. paham betul Jawa Timur..; kok ndak jadi penasehat gubernur toh mas.. kok malah mburuh pabrik..; eman2 potensimu mas..#eh,1,0
6069,"Tak perlu kita beriman kepada yg fiksi ,.. apa disampaikan oleh para ulama/kyai/ustadz didalam ceramahnya itu semua fiksi,..; Ayat?nya fiksi semua.. ; Bukan begitu pak USER ?",1,0
6071,Penyesalan Hasrini setelah Anak dan Menantu Hilang 3 Bulan Ikut Gafatar >Belum SADAR & MENYESAL ditipu Islam USER,1,0
6072,Kalian bubarkan KPK kami bubarkan wakil rakyat!! URL,1,0
6087,Kata presiden SBY dana anggaran ga cukup bikin gas aagym.Kata aku akibat korupsi anggaran jadi tidak bisa bikin gas investor bikin gas,1,0
6089,Ormas radikal(FPI FUI HTI)hrs dibubari.Klu yg radikal anti Bhineka anti cina kristen ga bisa disadarkan.usir sj ke suriah suruh gabung ISIS,1,0
6097,RT USER USER Saya tahu sby genius politik tp apakah sby sebegitu kuat pengaruhnya sampai skrg? Atau guru punya agenda lain,1,0
6098,Birokrasi... Birokrasi Opo ???; Iku... Birokrat Daerah mu Podo Amburadul Lah Piye ?; ; Ojo Ngurusi Pusat mu Wae Pak...; Owalah Paaak Paak...; ; #2019GantiPresiden,1,0
6100,USER USER YG PERLU DIPUTAR FILM NYA.DEKLARATOR PARTAI KOMUNIS INDONESIA DAN NAMA KETUA NYA.ASALNYA KOMUNIS CINA SOVIET,1,0
6101,Takut sekali rezim ini sm #2019GantiPresiden Smp dselidiki kya jatuhnya helikopter pngangkut warga china,1,0
6110,"Lengserkan jokowi krn dia bukan saja telah banyak melanggar ketentuan perundang-undangan,tapi juga tak becus kelola negara",1,0
6112,Hukum si penghina Al - Quran seberat - beratnya penjarakan ahok penjarakan ahok,1,0
6124,"Pak USER mentri yg tak capai target, ganti. aku presiden yg tak tepati janji . lengserkan",1,0
6139,Duta besar myanmar aja ga berani mereka usir..harusnya besok hbs sholat ..gruduk kedutaannya.. budha indonesia gagu semua,1,0
6141,Pendahulu memengusir Cina 1 kota ! turun dan turun ke anak-anak skrg siloam di usir ! kapan boleh memengusir ? ketika kalian di injak2 !,1,0
6142,RT USER USER USER USER USER Iya. Lah kampret kalau engga ada agama indo sudah hancur termasuk lu hancur,1,0
6147,RT USER Pantasan di pecat dr menteri...data2 aj ngawur dan memkasakan betul..hahaha AhokPastiTumbang paslon3 pilgubdki,1,0
6154,Maka anda berada disebuah negara yang coba dikuasai KOMUNIS,1,0
6163,USER Saya percaya kpk. Saya ga percaya sby dan demokrat. Demokrat katakan tidak pada(hal) korupsi.,1,0
6164,Bubarkan HTI Presiden Jokowi Dinilai Diktator URL,1,0
6166,"Baiklah sy nyerah deh klo hestek #2019GantiPresiden diklaim mukidiers ga kan mampu menggusur petahana,,; Sy ikutin hestek #2019TetapJokowiYangDiganti ajah,,",1,0
6168,RT USER Bisanya cuma bikin pernyataan yg g baik bikin malu prabowo,1,0
6179,ia betul itu...sudah lah jokowi mundur aja demi NKRI jgn ngotot karana kelompok mu URL,1,0
6180,bagus...Bersatu Kita Teguh bercerai....aseng berkuasa !!! URL,1,0
6190,"batalkan pelantikan anies, angkat soemarsono jd PLT gubernur cc USER",1,0
6191,Lengserkan USER segera itu lebih baik bagi Indonesia,1,0
6192,USER Cuman tokoh Gusdur presiden yg mrngakui warga cina jadi WNI dan ahir nya indonesia sampek bener2 mw d kuasai oleh cina.....,1,0
6200,RT USER: USER Diajak dialog menolak.. ada apa? Wajar bila rakyat menuduh kalian antek komunis,1,0
6204,C32 Perppu ormas produk rezim represif anti islam..,1,0
6210,RT USER BILA DIKTATOR JOKOWI SERIUS MAU DPR YG BERSIH KORUPSI..,1,0
6212,Ah prabowo PERCITRAAN,1,0
6215,"Jokowi dibilang diktator. Lalu pendukungnya melaporkan orang"" yg mengkritik Jokowi ke polisi. Ini sih udah goblok keterlaluan.",1,0
6216,Setnov BEBAS. So BUAT apa msh mendukung USER . BUBARkan lalu BENTUK lembaga BARU yg lebih BERSIH. USER USER USER,1,0
6230,"RT USER Sekumpulan Teman Penista Agama\nTdk ada empati buat korban banjir, hanya koar2 memuji junjunganya URL",1,0
6232,Netijen : Jokowi Diktator Jokowi Pro Cina Jokowi Tidak Pro Rakyat,1,0
6243,"2. Dia sudah ""berulang-kali"" dilaporkan masyarakat terkait Ujaran Kebencian &amp; Fitnah serta Penodaan Agama &amp; Ulama, tp prosesnya di Polisi ""super lambat"", tak sesigap saat polisi menangkap Aktivis 212 spt Ust Alfian &amp; Bang Jonru Ginting.",1,0
6246,turunkan Jokowi ! apapun makanan nya minum nya teh botol apapun masalah nya muara nya Turunkan Jokowi,1,0
6248,"harusnya pemerintah Indonesia mengeluarkan RUU Anti Budha, biar budha di Indonesia di usir dari Indonesia",1,0
6251,RT USER Ada apa dengan mayoritas etnis China di DKI?\nMengapa begitu solid mendukung penista agama Islam?\n\nDendam?\nTidak nasionalis?,1,0
6252,Tau nggak reaksi Pakdhe USER denger mulut Alfian Tanjung yg rusak dan menebar finah ini? Eh cuma senyum2 aja. Dasar Jkw diktator.,1,0
6253,RT USER USER Bntr lg si joko jg nyungsep kyk ho ok. Nyantai aja kali.... Hehe,1,0
6254,"Parpol Koalisi Pendukung Gaduh, Jokowi akan Sulit Menangkan Pilpres 2019; #2019GantiPresiden ;",1,0
6260,"Kalo gak jd Presiden, tlg serahkan sj daftarnya Pak! Yg terpenting 100 org tsb dibikin merana! USER USER #2019GantiPresiden",1,0
6262,Barusan sampai di 021 iseng2 tanya sopir taxi soal gubernur baru. Menyesal gak pilih ahok katanya. Merasa ditipu,1,0
6265,sekarang kita berada di rejim PKI...LENGSERKAN JOKOWI PEMIMPIN TUKANG MENGKRIMINALISASI ULAMA,1,0
6268,"USER USER Makanya jgn terlaru boros dg janji jk tdk bisa ditepati !? Atau diubah aja uu pilpres, lansung jadi 2 priode = 10 tahun, jika janji2 rezim tdk bisa dilaksanakan dan bohongnya ketahuan jadi gak akan bisa ngeles lagi minta 2 periode.",1,0
6286,RT USER Ayohbangsa indonesia bersihkan etnis cina perompak aset negara,1,0
6291,Via USER : Sandiaga Uno Bantah Asma Dewi Relawan Anies-Sandi URL bokirnya anies sandi enak-enak makan dan hidup mewah. Mau aja di tipu.,1,0
6303,USER USER USER USER USER USER USER kalau jokowi pengecut mundur dari jabatan presiden!,1,0
6310,"Saya itu gak mikir copras capres...skrng ngurus hutang, impor, TDL Naik, BBM naik, dollar tinggi, pertumbuhan ekonomi cuma 5,2%, premium langka, 10 jt lpngan pekerjaan gak nyampe2, daya beli msyrkt melorot....itu aja dah pusing!; #2019GantiPresiden #2019Ga",1,0
6321,RT USER Kebijakan om jokowi yg diktator bukan wajah lugu nya om.,1,0
6334,"Putuskan Hubungan Diplomatik dengan Myanmar, Atau Jokowi Kami Turunkan URL",1,0
6337,"USER USER Mas mas... Buat malu muslim saja mas, ketika ahok anda diam, ketika sukma anda diam... Ketika USER anda reaksi.. Masi belum puas dengan pemamaran pak rocky..",1,0
6344,Muhammadiyah semakin kritis: pemerintah Jokowi mulai otoriter.,1,0
6355,"gausah sok-sokan kali mau ngurus lahan yang lain pak, cak lah ko urus dulu wakilmu itu kok dah betul baru lah ko ikut pilkada lagi ya ; #Pilgubsu2018 #sumut #register40 #BajakTanah #DjarotCalonNapi #PILKADA2018",1,0
6361,"Sebenernya sdh capek ngurusi rezim wel geduwel dan pendukungnya yg mampet kuping+matanya, pinginnya tutup akun trus hidup normal di alam nyata,, tenang,, sejuk damai dan indah,, tapi ada tuntutan hati yg hrs terus semangat #2019GantiPresiden\xf0\x9f\x99\",1,0
6365,"USER USER USER Sang Gubernur sibuk jalan2, sang Wagub sibuk mau ngganti Presiden.\nJadi yaaaa sudahlah....'",1,0
6368,RT USER Ingattt...cina/komunis/antek aseng skrng ada dibalik rezim,1,0
6371,USER INI BUKTI NYATA BUKAN EDITAN.MEREKA TEAM HOAX PEMENANGAN ANIES SANDI. URL,1,0
6376,RT USER ISIS berulah semua org/golongan/agama musuhin muslim &amp; hujat Islam. Termasuk elu dodol!,1,0
6390,Demo ttg rohingyang hampir diseluruh negara kok dtuduh mw tumbangkan jkw emg warga rusia kenal jokowi yah pak,1,0
6392,Warga Jkt minta pak USER Tdk melantik Anies Sandi krn sdh jelas mrk terlibat dlm lingkaran Saracen. Politic_ID,1,0
6401,Banyak wna asing ke indonesia... karna mau ikut nyoblos... ; Ini bukan china; #2019GantiPresiden ; #2019GantiPresiden ; #2019GantiPresiden,1,0
6402,"hakim: ""BUBARKAN KPK!""",1,0
6403,METRO TV sedang sibuk acara belain JOKOWI TIDAK OTORITER...faktanya RAKYAT YG MERASAKAN.. kebijakan yg main gunakan PERPPU semaunya saja..,1,0
6413,KPK tak boleh lemah. Mending DPR yang bubar. URL,1,0
6417,USER Kartosuwiryo be like : \n\nJangan mau dipimpin oleh presiden yang tunduk pada kepentingan asing dan aseng!! #1955gantipresiden',1,0
6418,Tugas umat Islam Indonesia masih berat; tegakkan hukum atau lengserkan jokowi.,1,0
6421,Lupakan USER biarkan karam dg kapal munafiknya. kita bangun jabar dg kapal yg bersih. Delete partai pendukung penista agama dari hati,1,0
6423,Ayo Pancing Keluar Antek Komunis yg ada di NKRI dgn Menyelenggarakan Nonton Bareng Film Penghianatan G 30 S PKI,1,0
6431,RT USER Karena PKI adalah cara Soeharto menyingkirkan Soekarno. Sekarang mau ditiru oleh Prabowo. Mungkin krn msh menantu!,1,0
6446,RT USER USER Pemimpin rakyat bukan yg gak jelas!,1,0
6449,"RT USER yg nebar kebencian itu ahok mbak,masa mbak gak tau sih sampai dia jadi terdakwa loh USER",1,0
6450,negara yg sesak penista pendajal agama TNI yg dicela. Baru simpatisannya.,1,0
6451,Semangkin Semarak'...; ; #2019GantiPresiden ; #2019PresidenBaru,1,0
6467,Pak de USER akan lebih elegan klo sampean undang para penulis ke istana daripada ngundang busar buser kae..suwon,1,0
6470,"Sdh pasti MUAK, emang dah paling enak 2019JokowiEnd hbs dah kriminalisasi thd umat islam.",1,0
6472,apa boleh kita julukin anies-sandi itu gub - wagub saracen ? URL,1,0
6473,Situ antek komunis?~ URL,1,0
6479,Ucril halang2 i Pembubaran HTI! Mau lengserkan Jokowi USER USER USER USER USER,1,0
6484,Lihat USER penumpangnya dipenuhi TKA cina yg tdk bisa bhs Indonesia dan ingris cc USER URL,1,0
6485,USER USER USER USER USER Bubarkan dpr ?,1,0
6488,USER USER Bubarkan KPK... tidak ada gunanya ada KPK hanya dipakai alat politik oleh pemerintah,1,0
6490,RT USER USER USER Hahaha tereak2 cina lu gak ngaca ye junjungan lu itu keturunan etnis ape ?,1,0
6508,Keren...... Kapan umat Budha kita usir dari Indonesia?,1,0
6519,"Beda tingkat Intelektualitasnya, meskipun bertemu dengan orang yang sama.; #2019GantiPresiden",1,0
6529,Budha Membunuhi Islam di Myanmar,1,0
6530,Lebih 700 rumah &amp; Masjid Rohingya dibakar Teroris Budha di Baggona (14/9).,1,0
6547,RT USER Harusnya DPR di bubarkan saja..g ada fungsinya..menghabiskan aggaran saja..ladang korupsi.uang mahar lah..,1,0
6548,RT USER USER kalau mundur kemungkinan besar tak maulah karena merasa benar kalau dipecat menguntungkan bagi Pak Gatot. betul gak Lus ?,1,0
6557,"Jk Negeri ingin selamat, cm 1 Syarat.. lengserkan jokowi !!! Jaga NKRI Selamatkan Negeri Ini !!! .USER USER",1,0
