Tweet,HS,Abusive,Char_Length,Casefolding,Stopwords,Char_Length_Prep
"Ingat-ingat Jokower RT""USER: USER Nah disini tim sukses Ahok agak terlena mereka lebih mengedepankan hasil kinerja (rasio) ketimbang 2 aspek lain.""",1,0,60,ingat ingat jokower nah disini tim sukses ahok agak terlena mereka lebih mengedepankan hasil kinerja rasio ketimbang 2 aspek lain ,jokower tim sukses ahok terlena mengedepankan hasil kinerja rasio ketimbang 2 aspek,83
"Keputusan ERKA hari ini harus kita HORMATI, begitupun sebaliknya KAMI tidak akan memilih partai pendukung PENISTA AGAMA.",1,0,219,keputusan erka hari ini harus kita hormati begitupun sebaliknya kami tidak akan memilih pa ai pendukung penista agama ,keputusan erka hormati memilih ai pendukung penista agama,57
RT USER: Setya Novanto sampe level tertentu akan pendendam. Tp ga akan bikin lawannya babak belur sampe mati.,1,0,27, setya novanto sampe level te entu akan pendendam tp ga akan bikin lawannya babak belur sampe mati ,setya novanto level te entu pendendam bikin lawannya babak belur mati,69
RT USER USER Pasti ada hubungannya sama partai komunis dari Cina ini rezim antek antek aseng!,1,0,136, pasti ada hubungannya sama pa ai komunis dari cina ini rezim antek antek aseng ,hubungannya ai komunis cina rezim antek antek asing,51
"Apa KASN BERANI LAWAN?KL.IYA\nRAKYAT SALUT..!JGN HNY KY OMBUSMAN..KOAR2 TRS.DIEM.MANA HASILNYA?MALAH NGURUSI TKA DISULUT!APAAN TUH..TANAH ABANG DITUTUP.USER BUNGKAM.PD TAKUT ORMAS ATAU TAKUT G DPT/DISETUJUI BAGIAN APBD?KL NIAT UD\nUSUT ,PASTI B",1,0,218,apa kasn berani lawan kl iya nrakyat salut jgn hny ky ombusman koar2 trs diem mana hasilnya malah ngurusi tka disulut apaan tuh tanah abang ditutup bungkam pd takut ormas atau takut g dpt disetujui bagian apbd kl niat ud nusut pasti b,komisi aparatur sipil negara berani lawan iya rakyat salut ky ombudsman koar koar diam hasilnya mengurusi tenaga kerja asing disulut tanah abang ditutup bungkam takut organisasi masyarakat takut disetujui anggaran pendapatan belanja daerah niat usut b,251
"mau setya novanto tersangka atau alien kena.. tetap blokir jokowi , pecat jokowi.. tutup pintu istana buat jokowi",1,0,96,mau setya novanto tersangka atau alien kena tetap blokir jokowi pecat jokowi tutup pintu istana buat jokowi,setya novanto tersangka alien kena blokir jokowi pecat jokowi tutup pintu istana jokowi,87
"Detik detik Presiden Indonesia, eh Gubernur Indonesia ? pak USER bertemu dengan Presiden Turki USER ; ; Tanpa teks, tanpa bingung lgsg nyrocos ngomong nampak sangat Akrab sekali. Beda dengan si itu... Ah sudahlah gak usah dibahas mmg kelia",1,0,225,detik detik presiden indonesia eh gubernur indonesia pak be emu dengan presiden turki tanpa teks tanpa bingung lgsg nyrocos ngomong nampak sangat akrab sekali beda dengan si itu ah sudahlah gak usah dibahas mmg kelia,detik detik presiden indonesia eh gubernur indonesia be emu presiden turki teks bingung langsung nyerocos berbicara menampak akrab beda ah dibahas kelia,152
RT USER PENJARAKAN PENISTA AGAMA !!! ATAU USER TURUN !!! URL,1,0,79, penjarakan penista agama atau turun url,penjarakan penista agama turun,30
RT USER: USER Bubarkan DPR/DPRD...bentuk Pansus hak Angket dari rakyat utk bekukan DPR/DPRD,1,0,60, bubarkan dpr dprd bentuk pansus hak angket dari rakyat utk bekukan dpr dprd,bubarkan dewan perwakilan rakyat dewan perwakilan rakyat daerah bentuk panitia khusus hak angket rakyat bekukan dewan perwakilan rakyat dewan perwakilan rakyat daerah,166
BELA JOKOWI! Ruhut Sebut Prabowo Tak Akan Bisa Tandingi Jokowi Di pemilihan presiden 2019 Jangan Terlalu Ambisi: URL melalui,1,0,124,bela jokowi ruhut sebut prabowo tak akan bisa tandingi jokowi di pemilihan presiden 2019 jangan terlalu ambisi url melalui,bela jokowi ruhut prabowo menandingi jokowi pemilihan presiden 2019 ambisi,74
Sedikit sedikit lapor apa gak ada habisnya ini rezim jokowi? Aneh. URL,1,0,127,sedikit sedikit lapor apa gak ada habisnya ini rezim jokowi aneh url,lapor habisnya rezim jokowi aneh,32
"Bahkan jk bnr mrk imigran pun,mrk sdh tinggal sblm brdiri Myanmar1948.Apa imigrn cina boleh kita usir dr indonesia?Bnyak yg siap kl aturan mainnya begitu",1,0,52,bahkan jk bnr mrk imigran pun mrk sdh tinggal sblm brdiri myanmar1948 apa imigrn cina boleh kita usir dr indonesia bnyak yg siap kl aturan mainnya begitu,imigran tinggal berdiri myanmar 1948 imigran cina usir indonesia aturan mainnya,79
Antek Komunis ini sebut Film G30S-PKI isinya bohong URL,1,0,50,antek komunis ini sebut film g30s pki isinya bohong url,antek komunis film gerakan 30 september partai komunis indonesia isinya bohong,78
"Anda keliru nyebut KEMANUSIAAN, yg benar KETUHANAN, TUHAN datang melayani, bukan pamer kekuasaan spt diajarkan Quran",1,0,40,anda keliru nyebut kemanusiaan yg benar ketuhanan tuhan datang melayani bukan pamer kekuasaan spt diajarkan quran,keliru menyebut kemanusiaan ketuhanan tuhan melayani pamer kekuasaan surat pemberitahuan tahunan diajarkan alquran,114
USER USER USER USER USER USER USER USER USER Pede amat sih loe.. loe ngga milih pun ngga ngaruh..??? #2019GantiPresiden,1,0,125, pede amat sih loe loe ngga milih pun ngga ngaruh 2019gantipresiden,percaya memilih berpengaruh 2019 ganti presiden,47
Teroris Budha Myanmar menembaki perahu yg ditumpangi anak-anak,1,0,50,teroris budha myanmar menembaki perahu yg ditumpangi anak anak,teroris buddha myanmar menembaki perahu ditumpangi anak anak,60
"USER Itu perbuatan kaum nasrani atau yahudi kali om, utk memecah belah umat muslim. Astagfirullah'",1,0,133, itu perbuatan kaum nasrani atau yahudi kali om utk memecah belah umat muslim astagfirullah ,perbuatan kaum nasrani yahudi kali om memecah belah umat muslim astagfirullah,77
RT USER USER USER USER USER USER Kasus para simpatisannya pak prabowo ga ada yang bener,1,0,134, kasus para simpatisannya pak prabowo ga ada yang bener,simpatisannya prabowo,21
RT USER USER USER USER Itu doa bro kan semua akan tua pada waktunya dan digantikan yang muda begitu juga USER,1,0,60, itu doa bro kan semua akan tua pada waktunya dan digantikan yang muda begitu juga ,doa bro tua digantikan muda,27
RT USER Cina tidak termasuk salah satu RAS di Indonesia. Beda dg SingaPur,1,0,108, cina tidak termasuk salah satu ras di indonesia beda dg singapur,cina salah ras indonesia beda singapura,39
USER USER Namanya PRRI susah. Gampang PKI,1,0,46, namanya prri susah gampang pki,namanya pemerintahan revolusioner republik indonesia susah gampang partai komunis indonesia,91
USER Kalo sby nikahkan anaknya dengan koruptor berarti?,1,0,163, kalo sby nikahkan anaknya dengan koruptor bera i ,susilo bambang yudhoyono menikahkan anaknya koruptor bera i,59
"Bahas kebangsaan hrs dijelaskan Tuhan YME dlm Pancasila utk semua orang Indonesia, Allah SWT benci kafir bukan Tuhan",1,0,254,bahas kebangsaan hrs dijelaskan tuhan yme dlm pancasila utk semua orang indonesia allah swt benci kafir bukan tuhan,bahas kebangsaan tuhan maha esa pancasila orang indonesia allah subhanahu wa taala benci kafir tuhan,100
"Wow, dana-nya dari mana?!?!; Sungguh terlaluh kau kowi!!!; Balik solo!!!; #2019GantiPresiden",1,0,69,wow dana nya dari mana sungguh terlaluh kau kowi balik solo 2019gantipresiden,dana sungguh kowi solo 2019 ganti presiden,42
USER ada baiknya beliau diminta mundur saja pak USER jika memang mau berpolitik,1,0,53, ada baiknya beliau diminta mundur saja pak jika memang mau berpolitik,baiknya beliau mundur berpolitik,32
USER Mao naek apa kek....bodo amat..kaga. Ngaruh keleees...; Lihat polling gogle 91% minta Presiden nya diganti..; Ha ha ha....; #2019GantiPresiden; #PakOgahGantiPresiden,1,0,255, mao naek apa kek bodo amat kaga ngaruh keleees lihat polling gogle 91 minta presiden nya diganti ha ha ha 2019gantipresiden pakogahgantipresiden,kayak bodoh berpengaruh keleees lihat polling google 91 presiden diganti 2019 ganti presiden ogah ganti presiden,112
USER Kangen dg kediktatorannya & kebodohannya jd antek USA membohongi rakyat demi kepentingan asing rampas SDA & perkaya diri,1,0,54, kangen dg kediktatorannya kebodohannya jd antek usa membohongi rakyat demi kepentingan asing rampas sda perkaya diri,kangen kediktatorannya kebodohannya antek united state of america membohongi rakyat kepentingan asing rampas sda perkaya,120
"USER USER USER Terang benderang Boediono berkeinginan menjadi Wapres saat itu, dzholimnya dia membohongi rakyat bahkan anak buahnya dengan menutupi seakan ekonomi Indonesia pasti runtuh jika tdk menyelamatka bank Century. Bung RR ba",1,0,63, terang benderang boediono berkeinginan menjadi wapres saat itu dzholimnya dia membohongi rakyat bahkan anak buahnya dengan menutupi seakan ekonomi indonesia pasti runtuh jika tdk menyelamatka bank century bung rr ba,terang benderang boediono wakil presiden zalimnya membohongi rakyat anak buahnya menutupi seakan ekonomi indonesia runtuh menyelamatkan bank century rr ba,154
Wow terciduk satu persatu tim sukses anies sandi ada yg jualan fitnah,1,0,107,wow terciduk satu persatu tim sukses anies sandi ada yg jualan fitnah,terciduk persatu tim sukses anies sandi jualan fitnah,53
USER Cara apaapun yg dilakukan PSI tak akan laku di Indonesia....\nRakyat tahu PSI itu agen komunis....!!!',1,0,118, cara apaapun yg dilakukan psi tak akan laku di indonesia nrakyat tahu psi itu agen komunis ,apapun psi laku indonesia rakyat psi agen komunis,49
JakartaBanjir Pemimpinnya gak punya akhlak yg baik... PENISTA AGAMA.,1,0,58,jaka abanjir pemimpinnya gak punya akhlak yg baik penista agama ,jaka abanjir pemimpinnya akhlak penista agama,45
Kedekatan lawyer satu merk yg dipakai pada lampu JPU di DKI dgn Ahok gubernur saat itu dduga menjadi alasan terpilihnya satu merk tersebut,1,0,82,kedekatan lawyer satu merk yg dipakai pada lampu jpu di dki dgn ahok gubernur saat itu dduga menjadi alasan terpilihnya satu merk tersebut,kedekatan lawyer merek dipakai lampu jaksa penuntut daerah khusus ibukota ahok gubernur diduga alasan terpilihnya merek,119
Hay..Guys..Kita Lihat Yo..! Siapa Sebenarnya yg diSebut Pasukan Nasi Bungkus itu..? Yo kita Buktikan..Kalian bs buuktikan..! jg lupa Gass Pool lg yo..#2019GantiPresiden nya..sip.!,1,0,72,hay guys kita lihat yo siapa sebenarnya yg disebut pasukan nasi bungkus itu yo kita buktikan kalian bs buuktikan jg lupa gass pool lg yo 2019gantipresiden nya sip ,hai guys lihat iya pasukan nasi bungkus iya buktikan buktikan lupa gas pool iya 2019 ganti presiden sip,103
USER Bubarkan DPr,1,0,93, bubarkan dpr,bubarkan dewan perwakilan rakyat,32
Gpp biar sekalian aja hancurkan rezimnya USER URL,1,0,251,gpp biar sekalian aja hancurkan rezimnya url,biar hancurkan rezimnya,23
"Kang USER ,fakta hari ini,partai pendukung si penista agama sangat dibenci rakyat,termasuk rakyat Jabar. URL",1,0,86,kang fakta hari ini pa ai pendukung si penista agama sangat dibenci rakyat termasuk rakyat jabar url,kang fakta ai pendukung penista agama dibenci rakyat rakyat jabar,65
"Insyaallah tgk, sudah kita lihat pengalaman saat ini, kepentingan umat disepelekan. #2019GantiPresiden",1,0,131,insyaallah tgk sudah kita lihat pengalaman saat ini kepentingan umat disepelekan 2019gantipresiden,insyaallah tegak lihat pengalaman kepentingan umat disepelekan 2019 ganti presiden,82
Sejarah PKI. Antek komunis lg sok tersiksa URL,1,0,32,sejarah pki antek komunis lg sok tersiksa url,sejarah partai komunis indonesia antek komunis sok tersiksa,59
RT USER: Hanya pemerintah dan negara komunis tdk mengakui Pancasila tidak bertuhan yang tidak peduli amanat penderitaan rakyat.,1,0,250, hanya pemerintah dan negara komunis tdk mengakui pancasila tidak be uhan yang tidak peduli amanat penderitaan rakyat ,pemerintah negara komunis mengakui pancasila be uhan peduli amanat penderitaan rakyat,85
Setya Novanto Menang Hukum Sudah Mati Suri URL,1,0,245,setya novanto menang hukum sudah mati suri url,setya novanto menang hukum mati suri,36
Mukanya mpo Silvy Asem bangett ngakak kena deh abis jahat sih #DebatFinalPilkadaJKT,1,0,61,mukanya mpo silvy asem bangett ngakak kena deh abis jahat sih debatfinalpilkadajkt,mukanya empok silvy asem banget tertawa kena deh habis jahat debat final pemilihan kepala daerah jakarta,104
RT USER: Anies Sandi akan dikenang dlm sejarah menang secara tak terhormat. nanti Anies Sandi dilantik kan beres urusannya. Pak Djarot lagi sibuk.,1,0,88, anies sandi akan dikenang dlm sejarah menang secara tak terhormat nanti anies sandi dilantik kan beres urusannya pak djarot lagi sibuk ,anies sandi dikenang sejarah menang terhormat anies sandi dilantik beres urusannya djarot sibuk,95
Mas apa gak takut di pecat setya novanto krn setnov ngebelain si penista agama.,1,0,49,mas apa gak takut di pecat setya novanto krn setnov ngebelain si penista agama ,mas takut pecat setya novanto setya novanto membela penista agama,65
RT USER USER USER Udah benar langkah pemerintah utk bubarkan. Slain jd akun nyinyir kader jebolan HTI bbrpx,1,0,205, udah benar langkah pemerintah utk bubarkan slain jd akun nyinyir kader jebolan hti bbrpx,langkah pemerintah bubarkan akun nyinyir kader jebolan hati kali,64
Tunggu apa lagi?? Batalkan pelantikan Anies Sandi,1,0,146,tunggu apa lagi batalkan pelantikan anies sandi,tunggu batalkan pelantikan anies sandi,38
Komunis itu akal-akalannya kivlan zen aja sbg bentuk kekecewaan krn USER tidak jadi presiden URL,1,0,176,komunis itu akal akalannya kivlan zen aja sbg bentuk kekecewaan krn tidak jadi presiden url,komunis akal akalannya kivlan zen bentuk kekecewaan presiden,60
Pensiunkan kapolri USER USER URL,1,0,150,pensiunkan kapolri url,pensiunkan kepala kepolisian republik indonesia,47
Apa Yg Ingin Di Persenjatai Itu Sebuah Bukti Bahwa Yg Anti Pemerintah Berpaham Komunis..?Terlalu Dangkal Bukti Lu Med USER,1,0,36,apa yg ingin di persenjatai itu sebuah bukti bahwa yg anti pemerintah berpaham komunis terlalu dangkal bukti lu med ,persenjatai bukti anti pemerintah berpaham komunis dangkal bukti med,68
Bubarkan aja dpr..kebanyakan diam URL,1,0,310,bubarkan aja dpr kebanyakan diam url,bubarkan dewan perwakilan rakyat kebanyakan diam,48
Dalam 25 Tahun Utang Jokowi Setara 5 Tahun SBY: Rakyat Diperas untuk Membayar Utang ! URL,1,0,63,dalam 25 tahun utang jokowi setara 5 tahun sby rakyat diperas untuk membayar utang url,25 utang jokowi setara 5 susilo bambang yudhoyono rakyat diperas membayar utang,79
RT USER: PRABOWO terbukti terlibat kasus PENCULIKAN URL,1,0,133, prabowo terbukti terlibat kasus penculikan url,prabowo terbukti terlibat penculikan,36
Kami punya TAKBIR yang akan ganyang kalian PKI!!!,1,0,87,kami punya takbir yang akan ganyang kalian pki ,takbir ganyang partai komunis indonesia,39
Cawapres terduga korupsi e-ktp.. cagub jatengnya pun terduga korupsi e-ktp.. tapi msh blm ditindak? #2019GantiPresiden #2019PresidenBaru,1,0,25,cawapres terduga korupsi e ktp cagub jatengnya pun terduga korupsi e ktp tapi msh blm ditindak 2019gantipresiden 2019presidenbaru,calon wakil presiden terduga korupsi e kartu tanda penduduk calon gubernur jawa tengahnya terduga korupsi e kartu tanda penduduk ditindak 2019 ganti presiden 2019 presiden,171
"kalo mau Indonesia ini kembali damai, usir cina dari Indonesia.",1,0,79,kalo mau indonesia ini kembali damai usir cina dari indonesia ,indonesia damai usir cina indonesia,35
RT USER: Ada apa dengan mayoritas etnis China di DKI?\nMengapa begitu solid mendukung penista agama Islam?\n\nDendam?\nTidak nasionalis?,1,0,254, ada apa dengan mayoritas etnis china di dki nmengapa begitu solid mendukung penista agama islam n ndendam ntidak nasionalis ,mayoritas etnis cina daerah khusus ibukota solid mendukung penista agama islam dendam nasionalis,96
Kemaren di SIANTAR di COPOT spanduk mu; sekarang CURI-CURI KAMPANYE di tengah DEMO; mana PANWASLU ni; SI DJAROT MAIN CURANG KAMPANYE di tengah DEMO buruh; TINDAK TEGAS PASLON CURANG NO. 2 #djoss #register40 #pilgubsu2018 #pilkada #sumut;,1,0,238,kemaren di siantar di copot spanduk mu sekarang curi curi kampanye di tengah demo mana panwaslu ni si djarot main curang kampanye di tengah demo buruh tindak tegas paslon curang no 2 djoss register40 pilgubsu2018 pilkada sumut ,kemarin siantar copot spanduk mu curi curi kampanye demo panitia pengawas pemilu djarot main curang kampanye demo buruh tindak pasangan calon curang no 2 keren register 40 pilihan gubernur sumatera utara 2018 pilihan kepala daerah sumatra utara,244
"Selama Mukidi berkuasa, orang spt FA, Kodat, Bopeng, Nathan, dkk dijamin aman.; #2019GantiPresiden",1,0,69,selama mukidi berkuasa orang spt fa kodat bopeng nathan dkk dijamin aman 2019gantipresiden,mukidi berkuasa orang surat pemberitahuan tahunan fa kodrat bopeng nathan kawan kawan dijamin aman 2019 ganti presiden,118
"Kita harus melawan, usir dubes nyanmar, boikot segala urusan dg budha",1,0,80,kita harus melawan usir dubes nyanmar boikot segala urusan dg budha,melawan usir duta myanmar boikot urusan buddha,46
USER USER USER USER mgkin kalo tembus smp 15000 akn ada menteri keuangan indonesia yg dapet pghargaan sbg mntri terbaik sebumi plato &amp; mars.; ; #2019GantiPresiden,1,0,63, mgkin kalo tembus smp 15000 akn ada menteri keuangan indonesia yg dapet pghargaan sbg mntri terbaik sebumi plato amp mars 2019gantipresiden,tembus 15000 menteri keuangan indonesia penghargaan menteri terbaik sebumi plato amp mars 2019 ganti presiden,109
KPK SDH MENYERAH DAN SIAP DI BUBARKAN? URL,1,0,113,kpk sdh menyerah dan siap di bubarkan url,komisi pemberantasan korupsi menyerah bubarkan,46
RT USER Zaman sby korupsi aman nggak ada yg kutik-kutik,1,0,151, zaman sby korupsi aman nggak ada yg kutik kutik,zaman susilo bambang yudhoyono korupsi aman kutik kutik,55
yg Mudik bisa puluhan - ratusan juta...; Jokowi kalo main2 soal libur lebaran..; baru ada dia membuat kebijakan; ganti presiden 2019..; harus nya 11 - 22 ( 23 &amp; 24 sabtuminggu kan libur ); arus balik lebih aman..; arus balik beban psikis nya tinggi..;,1,0,249,yg mudik bisa puluhan ratusan juta jokowi kalo main2 soal libur lebaran baru ada dia membuat kebijakan ganti presiden 2019 harus nya 11 22 23 amp 24 sabtuminggu kan libur arus balik lebih aman arus balik beban psikis nya tinggi ,mudik puluhan ratusan juta jokowi main main libur lebaran kebijakan ganti presiden 2019 11 22 23 amp 24 sabtu minggu libur arus aman arus beban psikis,150
"Setuju Panglima... Antek""&Pengkhianat Peliharaan Asing&Aseng Kapitalis TERLIHAT Mreka BrKEDOK Demokrasi&Pura""Toleran",1,0,67,setuju panglima antek pengkhianat peliharaan asing aseng kapitalis terlihat mreka brkedok demokrasi pura toleran,setuju panglima antek penghianat peliharaan asing asing kapitalis berkedok demokrasi pura toleran,97
RT USER USER Cc USER USER mohon segera ditangkap manusia sampah ini KaPolri KaPolri KaPolri,1,0,91, cc mohon segera ditangkap manusia sampah ini kapolri kapolri kapolri,cc mohon ditangkap manusia sampah kepala kepolisian republik indonesia kepala kepolisian republik indonesia kepala kepolisian republik indonesia,144
Nomor 1 sok tau lagi lansung di skak wkwkwk #DebatFinalPilkadaJKT,1,0,193,nomor 1 sok tau lagi lansung di skak wkwkwk debatfinalpilkadajkt,nomor 1 sok tau langsung sekak debat final pemilihan kepala daerah jakarta,74
"Bukan kebetulan kalau setelah Reformasi bergulir, hampir semua media di Indonesia dikuasai oleh non-Muslim & moral masyarakat makin hancur.",1,0,124,bukan kebetulan kalau setelah reformasi bergulir hampir semua media di indonesia dikuasai oleh non muslim moral masyarakat makin hancur ,reformasi bergulir media indonesia dikuasai non muslim moral masyarakat hancur,78
"Dana Haji di Embat ?! Saatnya Jokowi di Lengserkan ! Negara di gadaikan ke asing. Defisit semakin besar, APBN Amblass Turunkan JoKoWi",1,0,83,dana haji di embat saatnya jokowi di lengserkan negara di gadaikan ke asing defisit semakin besar apbn amblass turunkan jokowi,dana haji embat jokowi lengserkan negara gadaikan asing defisit anggaran pendapatan belanja negara amblas turunkan jokowi,121
RT USER Oh ini to cara memenangkan anies sandi kemarin pake saracen ya,1,0,97, oh ini to cara memenangkan anies sandi kemarin pake saracen ya,oh to memenangkan anies sandi kemarin pakai saracen,51
Dan setelah Blokir Jokowi saya harap ada lengserkan jokowi,1,0,65,dan setelah blokir jokowi saya harap ada lengserkan jokowi,blokir jokowi harap lengserkan jokowi,37
"USER USER Kalau saya melihat kok yang kebangeten itu para pejabat tinggi negara, para Menteri, wiranto, gp ancor, abu janda dll.. Masak presiden dan simbol negara dihina kok pada diam saja?'",1,0,256, kalau saya melihat kok yang kebangeten itu para pejabat tinggi negara para menteri wiranto gp ancor abu janda dll masak presiden dan simbol negara dihina kok pada diam saja ,kebangetan pejabat negara menteri wiranto gp hancur abu janda masak presiden simbol negara dihina diam,102
USER ; bantuan cuma pencitraan.,1,0,134, bantuan cuma pencitraan ,bantuan pencitraan,18
"Para pembajak agama ini intoleran dan reaktif, mereka terbiasa menggunakan agama sebagai badik untuk menusuk lawan duniawinya. Tapi mendadak toleran ketika keyakinannya dihina oleh kawan duniawinya. ; Ya, mereka memang gunakan agama untuk mengejar tujuan2",1,0,77,para pembajak agama ini intoleran dan reaktif mereka terbiasa menggunakan agama sebagai badik untuk menusuk lawan duniawinya tapi mendadak toleran ketika keyakinannya dihina oleh kawan duniawinya ya mereka memang gunakan agama untuk mengejar tujuan2,pembajak agama intoleran reaktif terbiasa agama badik menusuk lawan duniawinya mendadak toleran keyakinannya dihina kawan duniawinya agama mengejar tujuan tujuan,161
USER USER USER USER Polisi dan pemerintah sedang menyimpan bom waktu... ujung2nya ras tertentu Yang akan menanggung akibatnya',1,0,125, polisi dan pemerintah sedang menyimpan bom waktu ujung2nya ras te entu yang akan menanggung akibatnya ,polisi pemerintah menyimpan bom ujung ujungnya ras te entu menanggung akibatnya,79
Di buku Jokowi Undercover itu juga jelaskan knp SBY dukung Jokowi di pemilihan presiden 2014..krn ada rahasia kotor/korupsi yg dipegang Cukong cina,1,0,60,di buku jokowi undercover itu juga jelaskan knp sby dukung jokowi di pemilihan presiden 2014 krn ada rahasia kotor korupsi yg dipegang cukong cina,buku jokowi undercover susilo bambang yudhoyono dukung jokowi pemilihan presiden 2014 rahasia kotor korupsi dipegang cukong cina,128
Masjid dipasang spanduk #2019GantiPresiden mereka marah.; ; Tapi masjid dipakai ceramah politik oleh Hari Tanoe yang non-Muslim mereka dukung.,1,0,160,masjid dipasang spanduk 2019gantipresiden mereka marah tapi masjid dipakai ceramah politik oleh hari tanoe yang non muslim mereka dukung ,masjid dipasang spanduk 2019 ganti presiden marah masjid dipakai ceramah politik tanoe non muslim dukung,104
Penista Agama menjadi Santri Kehormatan.Yang kasih ini ke ahok otaknya perlu direparasi.Demi Pulkada nama Santri yg baik kailan jual belikan,1,0,115,penista agama menjadi santri kehormatan yang kasih ini ke ahok otaknya perlu direparasi demi pulkada nama santri yg baik kailan jual belikan,penista agama santri kehormatan kasih ahok otaknya direparasi pemilihan kepala daerah nama santri kailan jual belikan,117
"Kekalahan Suharto-Prabowo melawan opini pada 1998 lebih dikarenakah keterlibatan Konspirasi Global di mana AS - China dan seluruh sekutu mereka mendukung rencana CSIS, elit Katolik Radikal dan Konglomerat Tionghoa utk menjatuhkan Suharto'",1,0,138,kekalahan suha o prabowo melawan opini pada 1998 lebih dikarenakah keterlibatan konspirasi global di mana as china dan seluruh sekutu mereka mendukung rencana csis elit katolik radikal dan konglomerat tionghoa utk menjatuhkan suha o ,kekalahan suha o prabowo melawan opini 1998 dikarenakah keterlibatan konspirasi global as cina sekutu mendukung rencana csis elite katolik radikal konglomerat tionghoa menjatuhkan suha o,186
19.pemimpindarimasjid adalah pemimpin yg dapat mengajak kita untuk menjalankan syariat Islam secara sungguh-sungguh. Jatuhkan pemimpin non muslim,1,0,221,19 pemimpindarimasjid adalah pemimpin yg dapat mengajak kita untuk menjalankan syariat islam secara sungguh sungguh jatuhkan pemimpin non muslim,19 pemimpin masjid pemimpin mengajak menjalankan syariat islam sungguh sungguh jatuhkan pemimpin non muslim,107
"msh ingat Siloam cina kita usir ! andai ku mati , anak-anak ku sudah paham Filosofi hidup! Harga diri diatas segalanya , bukan di kaki Penjajah",1,0,59,msh ingat siloam cina kita usir andai ku mati anak anak ku sudah paham filosofi hidup harga diri diatas segalanya bukan di kaki penjajah,siloam cina usir andai ku mati anak anak ku paham filosofi hidup harga kaki penjajah,84
USER USER trus mau loe apa antek-antek wowo? \xf0\x9f\x98\x86\xf0\x9f\x98\x86',1,0,27, trus mau loe apa antek antek wowo xf0 x9f x98 x86 xf0 x9f x98 x86 ,antek antek prabowo,19
"Apakah Anda jujur, percaya Allah SWT perintahkan penggal kafir adalah Tuhan, Pak Lukman?",1,0,254,apakah anda jujur percaya allah swt perintahkan penggal kafir adalah tuhan pak lukman ,jujur percaya allah subhanahu wa taala perintahkan penggal kafir tuhan lukman,77
"USER USER USER USER USER USER USER USER Klu jaman pak Harto anak"" berprestasi di perhatikan....\nKlu jaman Rezim skrg yg Lebay yg di panggil ke istana....\nRezim aneh....\n#2019GantiPresiden'",1,0,122, klu jaman pak ha o anak berprestasi di perhatikan nklu jaman rezim skrg yg lebay yg di panggil ke istana nrezim aneh n 2019gantipresiden ,jaman o anak berprestasi perhatikan jaman rezim lebay panggil istana rezim aneh 2019 ganti presiden,99
Cc USER mau 2 periode rakyat sndri d PHK trs import jutaan TKA china...mending lu prgi jauh2 dri NKRI krn negri ini ga butuh pengkhianat yg mengorbankan rakyatnya demi kepentingan dan golongannya sndri\n#2019PrabowoPresident08 URL,1,0,157,cc mau 2 periode rakyat sndri d phk trs impo jutaan tka china mending lu prgi jauh2 dri nkri krn negri ini ga butuh pengkhianat yg mengorbankan rakyatnya demi kepentingan dan golongannya sndri n 2019prabowopresident08 url,cc 2 periode rakyat pemutusan hubungan kerja impo jutaan tenaga kerja asing cina mending pergi negara kesatuan republik indonesia negeri butuh penghianat mengorbankan rakyatnya kepentingan golongannya 2019 prabowo presiden,222
Penciuman Pak Jokowi memang tajam kalau soal pencarian uang.. upss salah penghutangan uang... Salut dengan... URL,1,0,159,penciuman pak jokowi memang tajam kalau soal pencarian uang upss salah penghutangan uang salut dengan url,penciuman jokowi tajam pencarian uang ups salah perutangan uang salut,69
BUBARKAN SAJA PANSUS KPK.kalo Perlu Buat Poling.Rakyat di luar parlemen biar yg menentukan Bubarkan Pansus KPK. URL,1,0,242,bubarkan saja pansus kpk kalo perlu buat poling rakyat di luar parlemen biar yg menentukan bubarkan pansus kpk url,bubarkan panitia khusus komisi pemberantasan korupsi polling rakyat parlemen biar menentukan bubarkan panitia khusus komisi pemberantasan korupsi,145
Rezim sipil yg mengerikan saat ini bs kita lihat pd kepemimpinan seorg rezim sok rkyt pdhl sesungguhnya anti rakyat dan umat islam,1,0,97,rezim sipil yg mengerikan saat ini bs kita lihat pd kepemimpinan seorg rezim sok rkyt pdhl sesungguhnya anti rakyat dan umat islam,rezim sipil mengerikan lihat kepemimpinan rezim sok rakyat sesungguhnya anti rakyat umat islam,94
Indonesia makin mundur presiden nya siapa ya mas? Mas fitnah pakde jokowi? URL,1,0,85,indonesia makin mundur presiden nya siapa ya mas mas fitnah pakde jokowi url,indonesia mundur presiden mas mas fitnah pakde jokowi,53
Hanya antek dan kaki tangan komunis yg tak punya hati perut URL,1,0,232,hanya antek dan kaki tangan komunis yg tak punya hati perut url,antek kaki tangan komunis hati perut,36
