Tweet,HS,Abusive,Char_Length,Casefolding
RT USER USER USER USER USER USER Bangga jadi anak PKI GebukPKI wakwaww,1,0,38, bangga jadi anak pki gebukpki wakwaww
Apa layak mempercayai kepengurusan negara kepada pemerintah yg bahkan tak mampu menemukan dokumen penting negara? URL,1,0,63,apa layak mempercayai kepengurusan negara kepada pemerintah yg bahkan tak mampu menemukan dokumen penting negara url
Gimana lae USER ? tapi ah bentar lagi aja kok kan #2019GantiPresiden,1,0,58,gimana lae tapi ah bentar lagi aja kok kan 2019gantipresiden
RT USER Daripada menghentikan KPK lebih baik bubarkan DPR rakus yg tdk berguna untuk rakyat,1,0,21, daripada menghentikan kpk lebih baik bubarkan dpr rakus yg tdk berguna untuk rakyat
Nama: Rizieq Shihab Status: Tersangka Kasus: Konten Pornografi (diduga) Mendukung Anies-Sandi,1,0,83,nama rizieq shihab status tersangka kasus konten pornografi diduga mendukung anies sandi
RT USER Wah ini bener? foto2 Asma Dewi yg kata polisi mentransfer 75jt ke Grup Saracen ya ? Yg main busuk anies sandi di KaPolri,1,0,88, wah ini bener foto2 asma dewi yg kata polisi mentransfer 75jt ke grup saracen ya yg main busuk anies sandi di kapolri
"RT USER Belajar la dari negara tetangga vietnam terbukti korupsi hukuman mati pasti mikir tu tikus2 rakus nya, Indonesia sby aja ga berani ditumpas",1,0,115, belajar la dari negara tetangga vietnam terbukti korupsi hukuman mati pasti mikir tu tikus2 rakus nya indonesia sby aja ga berani ditumpas
RT USER bukan raisa pak de tapi freeport jatuh ketangan asing jahh,1,0,119, bukan raisa pak de tapi freepo jatuh ketangan asing jahh
Di Rezim ini sekjen parai Komunis Vietnam digelar karpet merah di istana,1,0,87,di rezim ini sekjen parai komunis vietnam digelar karpet merah di istana
Ingat gak dengan demo teroris botak Myanmar arah nya mau turunkan jokowi,1,0,87,ingat gak dengan demo teroris botak myanmar arah nya mau turunkan jokowi
pemerintahan Jokowi yg diktaktor dan otoriter ini terbukti telah memakai tangan KPK untuk mengkriminilisisi lawan-lawan politik,1,0,78,pemerintahan jokowi yg diktaktor dan otoriter ini terbukti telah memakai tangan kpk untuk mengkriminilisisi lawan lawan politik
Indonesia Skrang lg menterjemahkan KEINGINAN CINA???,1,0,52,indonesia skrang lg menterjemahkan keinginan cina 
"USER Prabowo yang memaksakan diri, sama pendukung ultrasnya. DIkirain opsi presiden cuma prabowo doang kali",1,0,244, prabowo yang memaksakan diri sama pendukung ultrasnya dikirain opsi presiden cuma prabowo doang kali
jika USER tidak bisa membangun kabinet yang mampu meningkatkan daya beli maka LENGSERKAN USER,1,0,121,jika tidak bisa membangun kabinet yang mampu meningkatkan daya beli maka lengserkan 
"USER USER USER Baca deh QS Al Maidah ; 48....Al Qur'an adalah kitab suci trakhir dr smua kitab2 suci yg prnh Allah trunkn..yg mna Al Qur'an mnjdi kiblat semua kitab2 suci sblumnya...jdi scara logika, RG sdh menistakan agama Islam.",1,0,49, baca deh qs al maidah 48 al qur an adalah kitab suci trakhir dr smua kitab2 suci yg prnh allah trunkn yg mna al qur an mnjdi kiblat semua kitab2 suci sblumnya jdi scara logika rg sdh menistakan agama islam 
"Status Dukung ""Gerakan Matikan Lilin untuk Ahok"" Gubernur Sebut Akun Facebook Di-""hack"" URL",1,0,71,status dukung gerakan matikan lilin untuk ahok gubernur sebut akun facebook di hack url
RT USER Satu persatu antek orba muncul kepermukaan. Pedih memang gk bisa lagi korupsi berjemaah spt jaman suharto dan sby.,1,0,28, satu persatu antek orba muncul kepermukaan pedih memang gk bisa lagi korupsi berjemaah spt jaman suha o dan sby 
USER Lebih tidak percaya lagi kpd keislaman presiden fiksi,1,0,29, lebih tidak percaya lagi kpd keislaman presiden fiksi
"USER USER USER Banteng lebih ngeri lagi bung,sarangnya komunis'",1,0,227, banteng lebih ngeri lagi bung sarangnya komunis 
Usir cina dri nkri Wni keturunan cina diskrening dulu,1,0,29,usir cina dri nkri wni keturunan cina diskrening dulu
RT USER: USER ganyang PKI,1,0,42, ganyang pki
"Ini Media milik Cina itu ya. Usir aja, Biang Perpecahan!",1,0,77,ini media milik cina itu ya usir aja biang perpecahan 
Video Mujahidin Menyerang Pasukan Teroris Budha di Myanmar URL,1,0,254,video mujahidin menyerang pasukan teroris budha di myanmar url
"sekarang kalian lihat sendiri, bagaimana rezim ini ingin menjual semua aset bangsa. lengserkan jokowi Garuda Bangkrut",1,0,63,sekarang kalian lihat sendiri bagaimana rezim ini ingin menjual semua aset bangsa lengserkan jokowi garuda bangkrut
USER Saya dukung 200 % pernyataan Najwa soal KPK. Lebih baik DPR kita bubarkan,1,0,226, saya dukung 200 pernyataan najwa soal kpk lebih baik dpr kita bubarkan
Kelamaan baangg jika 2109?; #2019GantiPresiden,1,0,97,kelamaan baangg jika 2109 2019gantipresiden
Apakah sambil Jambore mereka mengaji ayat penggal kafir Bung Ketua Umum ICMI?,1,0,77,apakah sambil jambore mereka mengaji ayat penggal kafir bung ketua umum icmi 
RT USER Wah kemunduran! 6 thn lalu kesimpulannya udah bubarkan KPK URL,1,0,167, wah kemunduran 6 thn lalu kesimpulannya udah bubarkan kpk url
USER Pak USER pernyataan Din Syamsuddin harus jadi pintu masuk mencabut ijin semua pendidikan Islam,1,0,121, pak pernyataan din syamsuddin harus jadi pintu masuk mencabut ijin semua pendidikan islam
USER USER USER USER Apanya yang kebuka kemunaqikannya,1,0,80, apanya yang kebuka kemunaqikannya
Bukan basa basi .. itu keluar dari hati.; ; #2019GantiPresiden;,1,0,51,bukan basa basi itu keluar dari hati 2019gantipresiden 
SBY+PRABOWO; #2019GantiPresiden menang mutlak ? Chopper balik ke solo; USER Om USER,1,0,170,sby prabowo 2019gantipresiden menang mutlak chopper balik ke solo om 
"USER USER Ko jokowi""prabowo lah""sekarang rayat kecil susah""listrik aja tambah mahal",1,0,42, ko jokowi prabowo lah sekarang rayat kecil susah listrik aja tambah mahal
Kenapa setelah peristiwa 98 Prabowo diberhentikan dari TNI? Dan kabur ke Jordania? Ada yg bisa kasih penjelasan?,1,0,23,kenapa setelah peristiwa 98 prabowo diberhentikan dari tni dan kabur ke jordania ada yg bisa kasih penjelasan 
Universitas Islam Rohingya di Maungdaw dibakar Teroris Budha (12/9).,1,0,141,universitas islam rohingya di maungdaw dibakar teroris budha 12 9 
Apakah kita menuntut si penista ini diadili krn dia orang kristen? sama sekali tidak!! krn Islam tdk pernah membenci krn beda #TahanPenista',1,0,121,apakah kita menuntut si penista ini diadili krn dia orang kristen sama sekali tidak krn islam tdk pernah membenci krn beda tahanpenista 
RT USER: Masalahnya 80% rakyat indonesia udah tau bahwa jokowi ga mampu pimpin RI :)) URL,1,0,46, masalahnya 80 rakyat indonesia udah tau bahwa jokowi ga mampu pimpin ri url
Anies-Sandi Gunakan Produk Saracen untuk kampanye URL,1,0,249,anies sandi gunakan produk saracen untuk kampanye url
"Sampai detik ini si USER masih tetap bertahan dengan pernyataan nya tsb yg mengatakan kalau "" kitab suci adalah fiksi dan fiktif"" ini betul2 baru D.N AIDIT malah dia tantang umat islam 240 juta orang di negeri ini ,lalu mau kita apakan ini orang",1,0,108,sampai detik ini si masih tetap be ahan dengan pernyataan nya tsb yg mengatakan kalau kitab suci adalah fiksi dan fiktif ini betul2 baru d n aidit malah dia tantang umat islam 240 juta orang di negeri ini lalu mau kita apakan ini orang
RT USER USER Bubarkan aja KPK ternyata lemah . Harusnya di perkuat di PTUN ini malah batal artinya bohong OTT,1,0,102, bubarkan aja kpk ternyata lemah harusnya di perkuat di ptun ini malah batal a inya bohong ott
"USER haha memaki untuk melawan mah harus, drpd ditindas pemimpin munafik melindungi penista agama, dll. Agama no 1 (islam), taubat rot",1,0,55, haha memaki untuk melawan mah harus drpd ditindas pemimpin munafik melindungi penista agama dll agama no 1 islam taubat rot
Masih yakin ini president? #2019GantiPresiden WAJIB!! USER USER gimana pendapat USER mohon pencerahannya prof,1,0,160,masih yakin ini president 2019gantipresiden wajib gimana pendapat mohon pencerahannya prof
"RT USER Apalagi kekayaan SBY, hasil korupsi semua",1,0,193, apalagi kekayaan sby hasil korupsi semua
USER USER USER Kenapa bukan jokowi yang lo suruh mundur?,1,0,112, kenapa bukan jokowi yang lo suruh mundur 
Lebih baik mundur pak USER URL,1,0,91,lebih baik mundur pak url
Terlalu suuzon nih rezim URL,1,0,81,terlalu suuzon nih rezim url
Batalkan pelantikan anies! Gw lbh rela jkt dipimpin PLT Gub drpd gub hasil pemilihan kepala daerah berlumur SARA,1,0,116,batalkan pelantikan anies gw lbh rela jkt dipimpin plt gub drpd gub hasil pemilihan kepala daerah berlumur sara
USER: ahoker siap bela penista agama https:\/\/t.co\/HxuU4rUDFX\,1,0,204, ahoker siap bela penista agama https t co hxuu4rudfx 
USER itu yg cewe pake kerudung ngapain ya? Setiap kali konfrensi pers ada aja.. Pencitraan Islami kaliiii... Bwahaha..!!,1,0,255, itu yg cewe pake kerudung ngapain ya setiap kali konfrensi pers ada aja pencitraan islami kaliiii bwahaha 
RT USER USER PARTAI PKI INDONESIA PERTAMA SIAPAKAH NAMANYA.AJARAN INI DATANG DARI CINA RUSIA.PKI PENGKHIANAT PANCASILA,1,0,38, pa ai pki indonesia pe ama siapakah namanya ajaran ini datang dari cina rusia pki pengkhianat pancasila
USER USER USER Haha.. Si paltiwest gak paham sejarah..,1,0,112, haha si paltiwest gak paham sejarah 
"Di wikipedia, orde baru termasuk pemerintahan junta militer kayak pemerintahan myanmar sekarang? B aja. Yg diktator kan cuma jokowi.",1,0,86,di wikipedia orde baru termasuk pemerintahan junta militer kayak pemerintahan myanmar sekarang b aja yg diktator kan cuma jokowi 
USER ya pantaslah disebut Rezim Anti Islam,1,0,35, ya pantaslah disebut rezim anti islam
gayanya jokowi pengen kyk orde baru tpi PKI nya malah dibiarin muncul itu mah bukan gaya orde baru reborn,1,0,57,gayanya jokowi pengen kyk orde baru tpi pki nya malah dibiarin muncul itu mah bukan gaya orde baru reborn
Ya kali ketemu Bobotoh Viking minta kaos The Jak?? #MIKIR,1,0,93,ya kali ketemu bobotoh viking minta kaos the jak mikir
"Kristen ortodox agama yang sangat mengerikan.. Mereka sholat,pake jilbab hampir sama penampilannya dengan orang...",1,0,139,kristen o odox agama yang sangat mengerikan mereka sholat pake jilbab hampir sama penampilannya dengan orang 
"Tolak kebangkitan PKI, Tolak perpu anti Islam jokowi diktator lengserkan jokowi rakyat bersama tni URL",1,0,301,tolak kebangkitan pki tolak perpu anti islam jokowi diktator lengserkan jokowi rakyat bersama tni url
Ingat jika klean mengadakan Nobar Film G30S PKI ada yg bubarkan rekam dan simpan dalam ingatan klean. Mereka adalah PKI,1,0,134,ingat jika klean mengadakan nobar film g30s pki ada yg bubarkan rekam dan simpan dalam ingatan klean mereka adalah pki
Karaoke ke Taman Sari itu berangkatnya dengan kesadaran dan keinginan kalau diajak Anies Sandi dan Saracen itu baru jebakan..,1,0,34,karaoke ke taman sari itu berangkatnya dengan kesadaran dan keinginan kalau diajak anies sandi dan saracen itu baru jebakan 
RT USER USER Hari ini ngaku nggak kenal bsk mungkin bilang asma adalah ahoker yg menyusup di kubu anies sandi!!,1,0,75, hari ini ngaku nggak kenal bsk mungkin bilang asma adalah ahoker yg menyusup di kubu anies sandi 
Janji jokowi soal 10 juta lapangan kerja ternyata benar adanya .\nBuat TKA china tapi',1,0,59,janji jokowi soal 10 juta lapangan kerja ternyata benar adanya nbuat tka china tapi 
"Itulah salah satu propaganda kaum komunis gaya baru, jadi sudah jelas jokowi bagian dari gerombolan tsb. LENGSERKAN JOKOWI",1,0,142,itulah salah satu propaganda kaum komunis gaya baru jadi sudah jelas jokowi bagian dari gerombolan tsb lengserkan jokowi
USER USER USER yg kaya gini layak di tangkap.,1,0,39, yg kaya gini layak di tangkap 
"Astaghfirullah Hal'adzim..; Benar2 terjadi PEMBODOHAN ..; ; Bagi yg pernah nonton , mungkin bisa tau berapa persen EDUKASI yg didapat dlm film2 ini ..; ; #2019GantiPresiden; ; USER; USER; USER; USER; USER; ;",1,0,15,astaghfirullah hal adzim benar2 terjadi pembodohan bagi yg pernah nonton mungkin bisa tau berapa persen edukasi yg didapat dlm film2 ini 2019gantipresiden 
USER Smkin glojotan para pendukung anies.sandi..,1,0,123, smkin glojotan para pendukung anies sandi 
Mari Awasi sekeliling kita masing-masing menjelang 30/S jika ada aktifitas antek komunis laporkan ke Ulama dan TNI...!! ganyang pki,1,0,107,mari awasi sekeliling kita masing masing menjelang 30 s jika ada aktifitas antek komunis laporkan ke ulama dan tni ganyang pki
Turunkan Jokowi Di Myanmar rohingya,1,0,155,turunkan jokowi di myanmar rohingya
4 partai yg walkout adlh partai besar semua. Banteng nyungsep. Kunci ditangan Rakyat.Jgn nunggu smp2019 langsung lengserkan Jokowi. REVOLUSI,1,0,53,4 pa ai yg walkout adlh pa ai besar semua banteng nyungsep kunci ditangan rakyat jgn nunggu smp2019 langsung lengserkan jokowi revolusi
Belajar memancing... ???; #fishing #rihlah #arisan #2019GantiPresiden @ Pondok Lawu Cisarua,1,0,51,belajar memancing fishing rihlah arisan 2019gantipresiden pondok lawu cisarua
mulai sekarang aku akan memuji pak jokowi dan bu mega. aku takut dipenjara.,1,0,242,mulai sekarang aku akan memuji pak jokowi dan bu mega aku takut dipenjara 
"Para pembajak agama ada di semua agama. Bahkan agama Yahudi yg eksklusif itu pun konon dibajak oleh bangsa Kazhar. Betapa mudahnya membajak agama yg bersifat inklusif, dimana siapapun berhak masuk agama tsb?",1,0,158,para pembajak agama ada di semua agama bahkan agama yahudi yg eksklusif itu pun konon dibajak oleh bangsa kazhar betapa mudahnya membajak agama yg bersifat inklusif dimana siapapun berhak masuk agama tsb 
KepungIstana mari kita lengserkan org no 1 di INA jokowi sudah buat org gk bisa dftr cpns dia enak dulu dftr cpns mudah skrg tdk dibuka.,1,0,114,kepungistana mari kita lengserkan org no 1 di ina jokowi sudah buat org gk bisa dftr cpns dia enak dulu dftr cpns mudah skrg tdk dibuka 
USER Wahh pak SBY pencitraan nich.. wkwk,1,0,66, wahh pak sby pencitraan nich wkwk
"apalagi jika ditambah dengan promosi nikah muda!; Jangan berkelit dan sok inosen deh.... kita semua harus tahu dan sejak dulu diajarkan, menikah itu jika sudah siap! Mosok ajaran ini mau diganti dengan gerakan nikah muda hanya demi hindari zina? Please deh",1,0,88,apalagi jika ditambah dengan promosi nikah muda jangan berkelit dan sok inosen deh kita semua harus tahu dan sejak dulu diajarkan menikah itu jika sudah siap mosok ajaran ini mau diganti dengan gerakan nikah muda hanya demi hindari zina please deh
Pak SBY berani tdk bil klo Ibas terlibat Korupsi silahkan Tembak Mati kyk President Philipina srh bunuh anaknya klo terlibat Narkoba...,1,0,86,pak sby berani tdk bil klo ibas terlibat korupsi silahkan tembak mati kyk president philipina srh bunuh anaknya klo terlibat narkoba 
RT USER USER Hutang gara-gara bapakmu yang jual aset2 ke asing nyalahin presiden skrg...tanya Jhon Perkins era kapan freeport lepas ?,1,0,152, hutang gara gara bapakmu yang jual aset2 ke asing nyalahin presiden skrg tanya jhon perkins era kapan freepo lepas 
Mari Rebut Kembali Posisi untuk Pekerja Lokal ???????; .; .; #TKACinaTakTerkendali; #MayDay2018; #HariBuruh2018; #2019GantiPresiden #GantiPresiden2019,1,0,67,mari rebut kembali posisi untuk pekerja lokal tkacinatakterkendali mayday2018 hariburuh2018 2019gantipresiden gantipresiden2019
Demi hukum Jokowi sudah bisa diturunkan secara konstitusional karena melanggar undang-undang. Lengserkan Jokowi...,1,0,88,demi hukum jokowi sudah bisa diturunkan secara konstitusional karena melanggar undang undang lengserkan jokowi 
Saya yakin mereka komunis zionis yahudi,1,0,95,saya yakin mereka komunis zionis yahudi
RT USER: Para pendukung Jokowi lebih parah lagi. Mereka yg buta data mengklaim secara membabi-buta sejumlah proyek infrastruktur.,1,0,148, para pendukung jokowi lebih parah lagi mereka yg buta data mengklaim secara membabi buta sejumlah proyek infrastruktur 
RT USER USER USER Dulu ada yg bilang... presiden Suharto Lengser negeri ini akan kacau.. ternyata jokowi yang merusak Indonesia,1,0,33, dulu ada yg bilang presiden suha o lengser negeri ini akan kacau ternyata jokowi yang merusak indonesia
USER BUBARKAN HTI. TOLAK FAHAM KHILAFAH,1,0,29, bubarkan hti tolak faham khilafah
"Ayo Muslim Indonesia, jangan hanya berani penggal kafir, beranilah diskusi baik2, mana MUI, NU, Muhammadiyah, ICMI?",1,0,30,ayo muslim indonesia jangan hanya berani penggal kafir beranilah diskusi baik2 mana mui nu muhammadiyah icmi 
Malam ini: Ganyang! Bakar! Bunuh PKI!,1,0,201,malam ini ganyang bakar bunuh pki 
"Apakah dgn pendapat keagamaan ini, ulama kt di MUI anti kebhinekaan atau ada yg menuduh utk mnghalangi si penista jd gubernur? #TahanPenista",1,0,188,apakah dgn pendapat keagamaan ini ulama kt di mui anti kebhinekaan atau ada yg menuduh utk mnghalangi si penista jd gubernur tahanpenista
Liat diri sendiri pa jok masih belum becus ngurusin negara kok udah sombong *sodorin kaca URL,1,0,33,liat diri sendiri pa jok masih belum becus ngurusin negara kok udah sombong sodorin kaca url
Jaman SBY kader lo korupsi hambalang giliran ditangang gantung dimonas eh ciut URL,1,0,250,jaman sby kader lo korupsi hambalang giliran ditangang gantung dimonas eh ciut url
Kalau sudah begini rame - rame saling cuci tangan. Cari aman masing - masing..... Dasar gubernur curang,1,0,90,kalau sudah begini rame rame saling cuci tangan cari aman masing masing dasar gubernur curang
USER Waduh kek ginian nafsu banget mo 2 periode...? Nggak janji lah yao...; ; #2019GantiPresiden ; #2019GantiPresiden ; #2019GantiPresiden,1,0,109, waduh kek ginian nafsu banget mo 2 periode nggak janji lah yao 2019gantipresiden 2019gantipresiden 2019gantipresiden
Soeharto yang katanya otoriter dan diktator saja takut korupsi dana haji kok Jokowi malah mau ambil dana haji dengan sepihak? :),1,0,193,soeha o yang katanya otoriter dan diktator saja takut korupsi dana haji kok jokowi malah mau ambil dana haji dengan sepihak 
"USER USER USER USER Kn bukan ulama, jd ya wajar, kl ulama tersangka cabul dan kbur g brani plng baru luar biasa, eh bkn ulama, cm ktanya ulama",1,0,74, kn bukan ulama jd ya wajar kl ulama tersangka cabul dan kbur g brani plng baru luar biasa eh bkn ulama cm ktanya ulama
"Bukannya menyelesaikan permasalahan yang ada di Jakarta, eh malah datang ke #sumut ikut pilkada. Mau lari dari panggilan KPK ya begini nih cara kotornyaa #register40 #DjarotCalonNapi #medan #pilgubsu2018 #pilkada2018",1,0,77,bukannya menyelesaikan permasalahan yang ada di jaka a eh malah datang ke sumut ikut pilkada mau lari dari panggilan kpk ya begini nih cara kotornyaa register40 djarotcalonnapi medan pilgubsu2018 pilkada2018
Pendrive 16GB RM45. Betul harga yahudi dia bagi. Memang pangkah terus kedai tu.',1,0,114,pendrive 16gb rm45 betul harga yahudi dia bagi memang pangkah terus kedai tu 
"Kekuasaan itu cobaan, gunakan secara adil dan amanah. TolakPERPPUOtoriter TolakPERPPUAntiIslam lengserkan jokowi",1,0,113,kekuasaan itu cobaan gunakan secara adil dan amanah tolakperppuotoriter tolakperppuantiislam lengserkan jokowi
Asma Dewi Alumni 212 Prabowo Dan Anies-Sandi Was-Was Pembalasan Ahok * wajah yg foto bersm AniesSndi 1 type bingit URL,1,0,40,asma dewi alumni 212 prabowo dan anies sandi was was pembalasan ahok wajah yg foto bersm aniessndi 1 type bingit url
"USER USER USER iya , trump memang penista agama atau anti islam emang hubungannya dgn anis apa?",1,0,117, iya trump memang penista agama atau anti islam emang hubungannya dgn anis apa 
Kapan ya Djarot lengser? Gak sabar lihat kemampuan Anies - Sandi ngelola Jakarta... :),1,0,132,kapan ya djarot lengser gak sabar lihat kemampuan anies sandi ngelola jaka a 
ASMA DEWI Untuk Jegal Pelantikan ANIES-SANDI,1,0,28,asma dewi untuk jegal pelantikan anies sandi
Belumlah habis galau pak jokowi ditinggal kawin raisa. Kekalahan 2019 sudah di depan mata. Wkwkwk,1,0,63,belumlah habis galau pak jokowi ditinggal kawin raisa kekalahan 2019 sudah di depan mata wkwkwk
Bingung euy... profesor doktor bicara ga jelas sing penting turunkan jokowi,1,0,133,bingung euy profesor doktor bicara ga jelas sing penting turunkan jokowi
"Gejala memecah belah ummat islam mulai nampak yg dimotori orang"" lama USER ; USER ; USER ; USER ; USER ; USER ; USER ; USER ; USER ; ; SELAMAT MENIKMATI; #2019GantiPresiden; Kembalika",1,0,248,gejala memecah belah ummat islam mulai nampak yg dimotori orang lama selamat menikmati 2019gantipresiden kembalika
Tidak suka melihat Prabowo lantas menyerang &amp; mendiskreditkan bapak kandungnya.,1,0,186,tidak suka melihat prabowo lantas menyerang amp mendiskreditkan bapak kandungnya 
Selamat pagi antek-antek Komunis...!!!.,1,0,42,selamat pagi antek antek komunis 
USER Intinya yang tidak dukung PRABOWO adalah PKI,1,0,139, intinya yang tidak dukung prabowo adalah pki
Cuman Komunis Yang Anti Agama.,1,0,121,cuman komunis yang anti agama 
Artinya kepercayaan Quran sebagai kitab hukum Allah SWT harus dibuang Pak Lukman?,1,0,85,a inya kepercayaan quran sebagai kitab hukum allah swt harus dibuang pak lukman 
Parpol juga tidak memiliki nasionalisme dan lebih mempromosikan negara2 asing.\nParpol ini antek asing',1,0,116,parpol juga tidak memiliki nasionalisme dan lebih mempromosikan negara2 asing nparpol ini antek asing 
RT USER USER USER USER ya karena zaman sby korupsi berjemaah asal bpk senang jawaban,1,0,35, ya karena zaman sby korupsi berjemaah asal bpk senang jawaban
Kivlan cs jerit-jerit komunis hidup lagi!,1,0,256,kivlan cs jerit jerit komunis hidup lagi 
Alangkah lucunya wagubku USER USER MeikartaGate URL,1,0,77,alangkah lucunya wagubku meika agate url
Jadi benar bahwa rezim saat ini adalah rezim komunis? Kok tanda-tanda nya seperti mengarah kesana ya..,1,0,40,jadi benar bahwa rezim saat ini adalah rezim komunis kok tanda tanda nya sepe i mengarah kesana ya 
Memonopoli gula dengan alasan penyebaran distribusi. Kami bukan orang bodoh pak presiden. Jangan bunuh IKM krn ada 298M biaya fee lelang.,1,0,103,memonopoli gula dengan alasan penyebaran distribusi kami bukan orang bodoh pak presiden jangan bunuh ikm krn ada 298m biaya fee lelang 
USER Dukung2 Jokowi itu ujung2nya dapat kekuasaan ya.. politik munafik sok dukung padahal ada udang dibalik batu',1,0,104, dukung2 jokowi itu ujung2nya dapat kekuasaan ya politik munafik sok dukung padahal ada udang dibalik batu 
RT USER Ya intinye siapepun yang gak dukung wowo pasti di Cap PKI,1,0,42, ya intinye siapepun yang gak dukung wowo pasti di cap pki
"USER USER Bang, ini jaman rezim hutang, ya bangga lah \xf0\x9f\x98\x80'",1,0,192, bang ini jaman rezim hutang ya bangga lah xf0 x9f x98 x80 
RT USER: USER Mari kita lihat saja sejauh mana parahnya Jakarta tanpa Ahok ini nanti setelah pelantikan gubernur baru...,1,0,120, mari kita lihat saja sejauh mana parahnya jaka a tanpa ahok ini nanti setelah pelantikan gubernur baru 
RT USER USER USER USER Ucapan mu bos yg berfoto dgn anis pasti benci ahok jokowi,1,0,44, ucapan mu bos yg berfoto dgn anis pasti benci ahok jokowi
RT USER USER Issue-issue PKI sudah muncul sehubung pemilihan presiden mulai dekat. Itu bentuk kampanye murahan.,1,0,142, issue issue pki sudah muncul sehubung pemilihan presiden mulai dekat itu bentuk kampanye murahan 
Makanya USER itu bagian dari Koruptor.sebab dia paling kenceng minta KPK di bubarkan.fahrisetan URL,1,0,12,makanya itu bagian dari koruptor sebab dia paling kenceng minta kpk di bubarkan fahrisetan url
USER Semoga ente di laknat Allah karena merusak islam dari dalam..,1,0,236, semoga ente di laknat allah karena merusak islam dari dalam 
Dikeroyok Atau Ditembak Yudi Ogah Berlutut Pada Rezim Jokowi URL,1,0,264,dikeroyok atau ditembak yudi ogah berlutut pada rezim jokowi url
Mereka tidak tertarik melihat KORUPTOR BLBI yg pelaku2nya Taipan binaan KOMUNIS CHINA dan mitra nya MEGAWATI SP,1,0,92,mereka tidak te arik melihat koruptor blbi yg pelaku2nya taipan binaan komunis china dan mitra nya megawati sp
Insya Allah #2019GantiPresiden ; Insya Allah #2019PresidenBaru,1,0,89,insya allah 2019gantipresiden insya allah 2019presidenbaru
USER Oohhh... itu kaos yg rencana ditukar pake KTP ya?; #2019GantiPresiden,1,0,233, oohhh itu kaos yg rencana ditukar pake ktp ya 2019gantipresiden
"bohong mimpi delusi nyata nya memburuk , hukum carut marut jgn sampe belarut.. bisa indonesia bangkrut USER Turunkan Jokowi",1,0,244,bohong mimpi delusi nyata nya memburuk hukum carut marut jgn sampe belarut bisa indonesia bangkrut turunkan jokowi
RT USER Kita apresiasi kinerja Polri. Sigap cepat dan tuntas. Eh Victor Iwan Bopeng Nathan? Masih bebas aja pak KaPolri KaPolri KaPolri KaPolri,1,0,139, kita apresiasi kinerja polri sigap cepat dan tuntas eh victor iwan bopeng nathan masih bebas aja pak kapolri kapolri kapolri kapolri
"Toh kita bukan negara satu agama. Gak akan hilanglah budaya itu cuma karena pengaruh satu agama. Yah kecuali si mayoritas ini masih kayak sekarang sih, rese maksa-maksa orang yang tidak satu agama sekalipun.",1,0,129,toh kita bukan negara satu agama gak akan hilanglah budaya itu cuma karena pengaruh satu agama yah kecuali si mayoritas ini masih kayak sekarang sih rese maksa maksa orang yang tidak satu agama sekalipun 
kejadian diatas bisa kita simpulkan bahwa rezim Jokowi hari ini memang anti Islam dan pro kapitalis. penghapusan Politic_ID,1,0,104,kejadian diatas bisa kita simpulkan bahwa rezim jokowi hari ini memang anti islam dan pro kapitalis penghapusan politic id
"USER Nah itu dia....hadeh rejim amatir!!!,*muakmuakmuak* ingin segera 2019, ingin segera #2019GantiPresiden",1,0,24, nah itu dia hadeh rejim amatir muakmuakmuak ingin segera 2019 ingin segera 2019gantipresiden
Prabowo bicara tentang Islam ? Sama saja dengan meminta Rhoma Irama... URL,1,0,63,prabowo bicara tentang islam sama saja dengan meminta rhoma irama url
RT USER Penyalahgunaan wewenang MeikartaGate USER USER USER USER USER USER USER,1,0,30, penyalahgunaan wewenang meika agate 
RT USER: USER ada PKI kali nyusup diacara ente min ... massa pada teriak ganyang PKI ..,1,0,54, ada pki kali nyusup diacara ente min massa pada teriak ganyang pki 
Batalkan Anies Sandi! URL,1,0,54,batalkan anies sandi url
USER USER Nanti Pak Prabowo naik.. langsung puja-pujinya pindah lg..,1,0,84, nanti pak prabowo naik langsung puja pujinya pindah lg 
Ganyang PKI ... rakyat Indonesia mendukung!!! URL,1,0,116,ganyang pki rakyat indonesia mendukung url
Kalau SBY dulu ngebut tarik utang kayak Jokowi ekonomi tumbuh tdk 63% bisa 7% atau di atas 7%. Ngelola negara kok andalin utang china?,1,0,163,kalau sby dulu ngebut tarik utang kayak jokowi ekonomi tumbuh tdk 63 bisa 7 atau di atas 7 ngelola negara kok andalin utang china 
Nada ketus president .... hehehe keliatan diktatornya jokowi...... URL,1,0,130,nada ketus president hehehe keliatan diktatornya jokowi url
RT USER USER Hanya di rezim diktator &amp; otoriter sekarang ini. ibu-ibu ulama mahasiswa dan tokoh-tokoh muslim dijadikan tahanan politik,1,0,71, hanya di rezim diktator amp otoriter sekarang ini ibu ibu ulama mahasiswa dan tokoh tokoh muslim dijadikan tahanan politik
USER Karena yg doyan teriak saya pancasila saya indonesia kebanyakan adalah komunis cina dan antek anteknya,1,0,40, karena yg doyan teriak saya pancasila saya indonesia kebanyakan adalah komunis cina dan antek anteknya
Siapapun pasangan beliau asal bukan Jokowi gw coblosan...keberanian Prabowo nga sampe separoh ini bapak. URL,1,0,30,siapapun pasangan beliau asal bukan jokowi gw coblosan keberanian prabowo nga sampe separoh ini bapak url
