Tweet,HS,Abusive,Char_Length
Goblog kok dipelihara',0,1,227
RT USER: Kadang Kontol Rasanya Manis Kadang Juga Asem . Kenapa ya? \nURL,0,1,89
"Kalau dulu knl bertahun2 pon still X berani nk ckp ""I love you"" Walaupon dua2 dah saling suka. Kalau sekarang hmm baru knl 2 hari tu pon kat wechat dah blh ajak tido dan seangkatan dengannya. Woww ini lah budaya paling kotor zaman sekarang ni. Jijik bodo",0,1,241
USER USER udh tua tpi dongo',0,1,70
USER Enak tuh kalo muncratnya di dalem memek qm',0,1,99
Ni memek tyap hri snge mulu',0,1,142
Bodo ad sinyalnya eek gue donlot aja ntar',0,1,30
USER Cacat anjir',0,1,53
"Jangan terlalu banyak berharap, nanti bisa sarap'",0,1,143
TEAM ONTA YO O CAP QUDA ORA POPO :(',0,1,63
"USER Waw banyak banget pejuh mu bro,,klu masuk memek istri aku bisa langsung hamil tuh'",0,1,47
USER aku nyimengnya masih cupu tapi ya kak senior ampuun',0,1,254
USER USER apaan goblog ga nyambung',0,1,110
Wkwkwjjwjw.. Asu URL,0,1,272
RT USER: Enak nya habis ngentot dimainin pejuhnya URL,0,1,131
USER ANJIR WKWKWKWK NETE BANGET NIH',0,1,47
"USER Demi apapun, ah elah gembel banget belom sempet screenshot'",0,1,157
"jan di biasain nganggep cewe ntu kek barang bos, karna cewe ntu punya ati n prasaan. situ kalo cuman nyari bahan bakal ngeue mending lu cari pecun sono, bs lu eue trs bayar, trs udeh deh masing2. jan cewe bae2 lu rusakin, di lobi sbisa lu ampe dpt ngeue, hanjer sampah amat'",0,1,37
USER ntar konbatnya gua yg pegang\xf0\x9f\x98\x8c wkwkwkwk geblek',0,1,81
"Kata si burung, tahun 2030 Indonesia bubar. Kata si Kerbau, tahun 2030 Indonesia kuat. Mana yang bener?\n\nApakah kita harus tanya pada monyet? Gimana nasib negeri kita nyet? :D\n\n#wkkkkwkk\n#tongseriusteuingah\n#rieuttt'",0,1,31
RT USER: Pegawai Bank Danamon lagi asyik ngemut kontol pacarnya..\nVideo Lengkapnya &gt;&gt; URL #bokepterb\xe2\x80\xa6',0,1,175
"USER Makanya itu, tapi aku asal jawab aja masih. Bloon ya. : "" ('",0,1,83
"USER ""aku bakal terus ada buat kamu kok, tenang aja""\n\nhlh kntl'",0,1,83
USER Dih najis bulepotan',0,1,157
USER Hussss.. mimin ga takut didemo bersilit-silit oleh alumni togel? \xf0\x9f\x98\x80',0,1,112
RT USER: Cowok slim kontol lumayan \xf0\x9f\x92\xa6 URL,0,1,68
"Ninja kali nih tukang roti keliling, cepet banget ilangnye. 2x gw keluar rumah gak keuber. Sarap.'",0,1,140
USER tidak boleh tidur kerana najis akan menjadi nyata',0,1,223
USER Ngentot yuk',0,1,62
pagi2 udh ky kntl',0,1,242
USER Iya anjir tau wkwkw. Masa iya gua masih suka sm dia',0,1,194
USER imut titit nya di hidung',0,1,89
Ahok versi Pakpahan .. Trims kepada semua pihak yg udah ciduk bajingan ini URL,0,1,161
USER iya udah liat. gedek banget anjir sama bapanya',0,1,61
USER USER sarap pasti udh punya cucu segudang!',0,1,61
USER I PENAT LAH EDIT TETIBA CACAT WEH JAJAHAAHHA',0,1,53
"ini apa sih lmao anak anak kecil dan anak anak baru ini kok ya tengil banget :"") gak tau apa2 jg main plas plos aja lieur ih jempol kalian punya congor apa begimana :)))'",0,1,62
#TemanMakanTeman Ketika dia udah janji bakalan ngasi nyontek untuk ujian tp pas giliran ujian dia malah pura2 budek USER USER #ReuniZ',0,1,136
USER SINTING\n\nbaca dimana? :(',0,1,245
USER Taruna itu mah...am perek..',0,1,109
"USER USER Adih ipey maafkan :(((kesalahan urg itu pey :((, nanti sama aku kasoh perek mau ngga ??'",0,1,134
"USER + otak ga geser aja udeh sarap,apalagi ke geser yekan ntar bahaya ""apaan sih? Aku kerja beneran kok"" Elang liatin Em sambil masih usep palanya ""cewe apaan coba? Kamu nyantol aja aku udah bersyukur""'",0,1,109
USER USER IH SILIT APAAN KAMPAY',0,1,140
Panasnya edan',0,1,92
"Ngangkang selebar lebarnya, mainin memek sendiri depan kaca lemari.'",0,1,104
USER Ihh yg bener anjirr jahat elu mah bodo bodo',0,1,49
RT USER: Mash kentut bau babi',0,1,130
USER Brp sayang ngentot sma kmu',0,1,94
USER Enak buat gesek2 memek \xf0\x9f\x98\xb3',0,1,154
USER USER Kau pikir aku ni kapir sangat ke hanat?',0,1,255
USER USER Jablay mulu anjer wkwk',0,1,56
"sinyal kartu three cacad amat, ganti pake kartu gapleh aja gitu ya'",0,1,244
"Fb tai anjing lah,'",0,1,30
"RT USER: USER USER USER USER USER Slah 1 alasan knp sya mau prsiden baru, spy jg malu2in bangsa iniiii.!!\xe2\x80\xa6'",0,1,140
USER gembrot bgt',0,1,115
RT USER: Yang ber #tatto yg lagi di #entot ... kayaknya sih tailand punya ... enjoy gays! #kontol #coli #bahancoli URL,0,1,27
"mudah untuk melihat seseorang lebih condong ke arah mana di sosial media. \nyang pertama, akunnya perempuan (pict nyolong di google)\nyang kedua, gambar anonymous (ga jelas manusia apa kampret)\nyang ketiga, akunnya ada embel-embel nama pahlawan. dan dr semua itu mereka kaum MCA'",0,1,82
RT USER: dientot trus dicrotin beberapa kontol. uuhh URL,0,1,26
USER Iya anjir dah',0,1,27
USER Aku jg serius pngen ngewe ama kamu.. swear',0,1,34
"USER USER Follback , gua baca dn lo kirain setan wakaka'",0,1,206
USER gua paling normal diantara member autis \xf0\x9f\x98\x82',0,1,147
USER Soeharto Dalang Segala Bencong hehe',0,1,248
rp haneul doyan nyepong kontol.yang on retweet',0,1,158
RT USER: Ngentot Dengan Sekertaris Yang Sexy\nURL #ceritadewasa #memekmerah #MEMEKBASAH #memekjanda\xe2\x80\xa6',0,1,157
"RT USER: Akibat putus cinta, sahabat sendiri diewe juga yg penting sama2 lubang toh lebih rapet bool drpd memek USER USER\xe2\x80\xa6'",0,1,81
USER Waini kurang minum kopi luwak biar gak deg2an alias kocak si pak bolotnya pas depan congor \xf0\x9f\x98\xb9\xf0\x9f\x98\x82',0,1,259
{mu} ngapa gue ngikutin beritanya bencong-bencong itu yaelah',0,1,131
Para tokoh politik yang bersebrangan sama pemerintah smkin brani bicara kasar jauh dari etika si parabowo brani bilang elit goblog siapa yg dia maksud.anda sekolah dimana wo sampai kapan pun anda tdk akan jadi presiden.anggota dewan sudah brani bilang kementrian agama bangsat.',0,1,223
USER Yeuh kunyuk',0,1,254
USER USER USER USER USER USER USER USER USER USER USER USER PADA JAMILAH? IH AISYAH NYA LESBI\xf0\x9f\x98\x83 #IOIXONEMAKRAB',0,1,84
RT USER: Kirim foto kontol kalian yg full.\n.... kalo tertarik kita vc',0,1,134
"jangan sombong tau hey.. manusia itu sumber bau diantaranya : bau kaki, bau itu, bau udel, bau ketek, congean, korong, cileuh, bau kepala dan (bau mulut : bau karbit, jengkoleun, comberan, dan bangke)'",0,1,135
RT USER: melayani 2 kontol security di meeting room... RT for the video.. URL,0,1,28
udah gue tinggal beli batagor sampe balik lagi blm mulai anjir ngaret amat',0,1,119
USER E N G G A K. dah tuh pengen gue mute anjir',0,1,174
USER sini. Om jilatin memek nya. Mau nggak',0,1,112
"USER anjir.....\n\ngue ngecek berkali kali buat mastiin itu cewe beneran apa cowo, siapa tau tipuan kaya video yg lain, ternyata asli cewe \xf0\x9f\x98\xad\n\nterlepas dari gender, tetep gabener sih astaga \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad semoga ade gue ga begini, aamiin.'",0,1,20
USER USER mau dong ngewe kaya gitu',0,1,123
USER ya anjir salah tag wkwkwk apaan lu gue jennie zuyle lisa wkwkwk',0,1,238
USER Sarap bro',0,1,129
ngentot yu yg rl nya sangean',0,1,88
"jam segini sudah ganti baju gembel rumahan, tandanya sudah tida ingin kemana-mana lagi'",0,1,112
USER blur kampret',0,1,16
"Kata cewek ""Semua Lelaki itu\nbrengsek"" Nah guys kalo lo brengsek\nberbanggalah, Brarti lo laki.'",0,1,64
babi apaa sialll',0,1,250
"USER \xe2\x80\x9cNyetir apaan. Orang mobil di depan aja ga bergerak, idiot.\xe2\x80\x9d\n\nWindy semakin kesal karna Yoga yang sangat tidak peka akan kondisi perutnya saat ini. Ia lalu diam dan menatap ke depan.'",0,1,235
USER Woey jangan. Maho nih',0,1,90
"USER Gembel aja bisa kalau cuma fatwa bigitu. (Tabi')""",0,1,69
RT USER: ABG SMA Sange telanjang Masturbasi \xf0\x9f\x92\xa6 \n\n#bokepindo #cumtribute #engas #memekbecek #bugil #ahok #bokepbarat #CewekSeksi #pasu\xe2\x80\xa6',0,1,254
USER Sini queen ak coba memek kamu',0,1,34
USER USER USER USER USER Wkwk najis gua milih uke juga liat2 dlu kali',0,1,57
Ewean cuman banterin desahan doank? Ngewe aja sama knalpot kendaraan.',0,1,120
USER Dasar cebong.. hih!\n\xf0\x9f\x98\xab\xf0\x9f\x98\xa,0,1,98
USER Celakalah SukmakuMati tiada aku mengerti Syariah hdpku ssat\nCelakalah SukmakuMati auratku yg terurai mnampakkan buruknya wajahku\nCelakalah SukmakuMati nyanyian genjer2 yg aku suka mdatangkan Iblis disukmaku\nCelakalah SukmakuMati adzan tdk bs mngusir Iblis disukmaku.\nSukmakuMati',0,1,112
USER CCD ANJIR NAMA GUE YG DULU KEPANJANGAN KEK RAMBUT LIMBAD',0,1,235
USER Ngga berani ngentot lobang pantatnya pantat lobang perem',0,1,115
gua emang menel\ngua emang suka modus sana sini\ngua emang brengsek\ngua emang bukan anak baik-baik\n\ntapi \n\nsekali gua sayang tolong jgn anggap itu semua palsu\nsekali gua serius tolong jgn permainin hati gua',0,1,186
USER najis ya Allah serem',0,1,200
USER najis gamau ngebelai jablay',0,1,145
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Kalo nete 5 menit sekali anak lulove pingsan',0,1,112
RT USER: Cowok ganteng six pack pamer kontol besar beurat di kamar URL,0,1,118
RT USER: Semua lelaki yang udah pd ngentotin mami gak pernah bosen dengan jepitan pepek mami... mereka blg lbh puas dengan mami\xe2\x80\xa6',0,1,198
"itu pas gue baru aja ditampol si edi eh tyo, jd bibir gue menyon. barbar emang tuh si kunyuk\n\n- chandra URL",0,1,96
USER wkwkw bodo zof',0,1,65
RT USER: Asli punya USER \nMw mnta video/foto kontol gua lgi? Ini\nnmor WA gua +6289637850869\nTonton bgian terakhirnya b\xe2\x80\xa6',0,1,54
"USER Dia bukan lucu lagi tapi udah sarap, bawa dia pulang gratis tanpa garansi mbar. USER'",0,1,217
"Udah lihat ig story' mahasiswa kampang ngeluh dengan tugasnya belum hari ini?""",0,1,31
"Bodo ah, males buat pacaran. Gue yg jomblo napa lu yg repot.'",0,1,201
RT USER: Himpunan\nTai\nIblis',0,1,131
RT USER: baru pertama kalo kulum kontol nih kayaknya URL,0,1,100
RT USER: Memek kalo udah basah gini enak banget keluar masuk pake jari jadi licin.',0,1,119
"Tempe Penyet di bumbuin\nhalo monyet ge pain??\ntempe penyet ge murah\nada monyet ge marah,,.\ntempe penyet sayur buncis\nayo,,monyet senyum donk\xe2\x80\xa6.. plisssssssss\xe2\x80\xa6\xe2\x80\xa6\xe2\x80\xa6\xe2\x80\xa6\xe2\x80\xa6\xe2\x80\xa6'",0,1,168
RT USER: Setiap memek cewek itu beda.\nmemek USER beda juga.bulu nya juga gak begitu.gak ada yang tau gimana.yg tau cuman paca\xe2\x80\xa6',0,1,132
"""teko o rek!""\n\nmksdnya bukan arek, tapi perek'",0,1,190
USER adanya ngentod',0,1,61
USER Udah anjir :( udah kerja :( sedih karna inget masa kuliah(?)',0,1,42
USER Kamu bau monyet .g',0,1,32
RT USER: USER Kenapa pada jadi IDIOT semua ya???\nApakah ini azab dari Allah. ???',0,1,301
John Mayer ini suka sarap-sarap ngegemesin. \xf0\x9f\x98\x82\xf0\x9f\x98\x8d',0,1,105
RT USER: Yeyy hari ini dpat cogan d azar \xf0\x9f\x98\x98\xf0\x9f\x98\x98 #brondonglokal #kontollokal #kontol #kontolbrondong #prank URL,0,1,57
USER Tai wkwkw nyesel kan lu',0,1,133
RT USER: ada yang mau kirim foto kontol gak nich ##sange #CHATSEX',0,1,57
"USER Kn udh d kirimn kontol aq,, fto memek km mna'",0,1,101
"Galau? | Iya nih. Abis diputusin pacar | Gw donk ga pernah diputusin | Hebat!! Apa rahasianya? | Ga pernah pacaran, gmana diputusin | ASU!'",0,1,73
USER Jam segini waktunya banci mangkal taukk',0,1,144
edan gini mainnya USER \npengaruh lord atep dimainkan ? melendot gini \xf0\x9f\x99\x84',0,1,256
"edan sih markli, ku jadi senyum2 sendiri ngeliatin hp'",0,1,70
Modal cocot doang juga bisa saya mas',0,1,57
ini emot apaan kunyuk URL,0,1,49
USER baru baca sarap kali',0,1,254
USER typingnya ganteng ga banci. jago dikit dong',0,1,56
USER Kakya slow udik nya kelak. Tunggu hau hahahahaa',0,1,46
URL &lt;-pacar lesbi #bokep #teen #porn #xxx',0,1,97
Tadi I confused gila bila instructor tibe2 bbual in chinese to me aku step mne nya phm uh cing cong ling long ding dong',0,1,137
USER USER ini masih cacad bgt ngeditnya loh\xf0\x9f\x98\xad tapi makaih yaaa huhuu\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x92\x9a\xf0\x9f\x92\x9a',0,1,71
USER Akhirnya kena bacot lg :((',0,1,48
"Makin tua makin tidak berjiwa.\nMiskin kata miskin kalimat, sampai2 melukai perasaan para alim.\nMenarilah diatas puisimu yg dibisikkan oleh iblis laktatullah yg sdh melekat pd jiwamu.\nJika jiwa tk lagi berfungsi hati tak lagi tersentuh maka bersiaplah untuk menerima azab ALLAH.SWT'",0,1,99
Jadi penasaran proses dia menulis. Teknik dia menulis itu seperti apa. Kenapa dia bisa begitu mudahnya bikin narasi-deskripsi yang bajingan. Metode dia riset itu yang bagaimana. Duh weslah pokoknya.',0,1,30
USER USER USER USER Ekspor cebong ajalah',0,1,27
USER Harus baliiik!!!!! Kalo ngga titit kamu ntar malem ilang!!!!!! \xf0\x9f\x98\xa0\xf0\x9f\x98\xa0\xf0\x9f\x98\xa0\xf0\x9f\x98\xa4\xf0\x9f\x98\xa4\xe2\x98\xba\xef\xb8\x8f\xe2\x98\xba\xef\xb8\x8f\xe2\x98\xba\xef\xb8\x8f\xf0\x9f\x97\xa1',0,1,104
USER Emot nete? Yang bener aja lo',0,1,48
"RT USER: aliansi dajjal freemason membuat gaduh disekte indonesia- meluncurkan tokoh"" perpartaian untuk berteriak menghina islam,\xe2\x80\xa6'",0,1,24
USER gampang. banget. edan',0,1,30
"98. Sebenernya gw ogah temenan ama lu di rl rp \n\nGa anjing gw bercanda jan nangis lagi wkwk. Gatau, lu orangnya bikin gw banyak bacot. Udah si itu ae wkwk'",0,1,69
USER Emg gembel',0,1,256
"RT USER: Part3 . ini baru namany ngentot Bo,oL org KL , pakai pelumas alami memg berasa legitt... RT realava URL",0,1,91
"[[ M : Bodoh banget, mun.\n\n\xf0\x9f\x91\xa7 : Kebanyakan anak ya begini \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\nE : Hina banget, sial.\n\nY : Untung saya udah modar -_- ]]'",0,1,76
Asmara pujangga kere dg jablay asuransi. Garap sawah yukk!! Wkwk',0,1,228
USER josss gandoskui memek nya',0,1,43
"USER USER USER Anjir ngapa ke Devan"" wkwkw maho dong gua'",0,1,94
USER USER kaget anjir mentab penuh kirain apa',0,1,39
Brengsek gue udah nanges liat dk jd goblen:( URL,0,1,114
USER tai apa yg terakir',0,1,253
"RT USER: \xf0\x9f\x90\xb7: mari kita gerakan anti bully, jadilah netizen cerdas!\n\xf0\x9f\x90\xb6: cuy, dah liat IG syahrini?\n\xf0\x9f\x90\xb7: wah, anjing! Gak bisa dibiarin! ma\xe2\x80\xa6'",0,1,92
USER kaya monyet?',0,1,193
USER Haha lancau semua ni babi betul dah la nak sambung kerja',0,1,18
"DISEBUT 'KAMPUNGAN' OLEH NAGITA SLAVINA, BEGINI REAKSI AYU TING TING\n\nArtis peran Nagita Slavina secara terus terang menyebut aksi goyang dangdut yang dilakukan Ayu Ting Ting kampungan\n\n#NAGITASLAVINA #AYUTINGTING #RAFFIAHMAD #KAMPUNGAN URL",0,1,175
Pengen ngrasain ngentod memek ABG...',0,1,218
USER cocot?wkwk',0,1,146
"Jadi ceritanya lagi di Bali. Kenalan sama cewe , nanya nanya segala macem sampe akhirnya nanya kuliah. Ternyata dia kuliahnya di IKJ, eh fakultasnya FFTV, eh ternyata kating aing juga. Goblog dunia semakin little.'",0,1,67
RT USER: ABG Toge Mendesah Ngentot Diatas\n\n#VIDEOBOKEP Full ==&gt; URL URL,0,1,62
Dulu dia yang takut aku tinggalkan dia last last dia yang tinggalkan aku babi apa',0,1,244
USER Yang ada ngentot.',0,1,38
USER Dulu masih bolot ya?',0,1,137
"Saat #2019GantiPresiden &amp; #2019TetapJokowi kedua kubu saling caci, perkataan gak enak pun di lontarkan seperti Goblok, Tolol, Dungu, bego apalah. Yailah udah menjadi budaya aje yakkkk.'",0,1,37
"RT USER: Kelakuan homok jaman now, ngentot aja sambil live di Blued #gayvid #gvid #lokalhangat URL",0,1,81
"USER Asu, aku ngakak :('",0,1,232
SEREM BGT SETAN',0,1,25
Ada aki-aki.. Makan kue pancong.. Gw kira laki-laki.. Eh ternyata bencong!!',0,1,102
RT USER: USER Beuhhh...makin sehat dong kalo gitu...\nPantesan babi gemuk\xc2\xb2....\xf0\x9f\x90\xb7',0,1,39
USER USER USER USER USER USER Lu yg ngebuang anak ayam jablay gua mey balikin lu udah 3 bulan dia ga pulang',0,1,119
USER Bener juga lu bangke',0,1,68
USER USER Yaa kalo daleman nya org bejat semua susah buat bangkit',0,1,86
MAMPUS MAU SNAIL BEE INI ERROR',0,1,16
RT USER: USER USER USER USER Plenjas plenjus koyo bencong \xf0\x9f\x98\x81',0,1,116
Kalau udah uts analisa struktur temen-temen berubah jadi budek dan pura-pura bolot.',0,1,76
USER ganteng ganteng sarap \xf0\x9f\x98\x82',0,1,214
"USER USER USER Iya betul. Gubernur sebelumnya kan cuman bisa cari sensasi yang bikin cebong girang seperti ngomong ""tai"" , ""anjing"" , nenek dibentak-bentak'",0,1,76
Patroli nih\xf0\x9f\x98\x82. Banyak juga otak nya yg ke geser\xf0\x9f\x98\x85 pdhal baru tanggal muda ko pda gila gila\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,1,47
USER as rein\n\n- anak choir di kelas\n- kesekolah gak bawa polpen\n- rada dongo\n- suka bantuin orang di kelas',0,1,88
Kampang ah foto segala ngeblur',0,1,75
Titit peler kontol baru jadi kupu-kupu',0,1,121
USER USER USER TAE LUH BUKANNYA MAHO YA?',0,1,138
USER Enaknya di sate atau di saus padang nih titit hehehe',0,1,50
USER USER USER USER USER USER USER USER Nambah 100 bisa nyewa pecun',0,1,125
"Mereka cuma tau lo brengsek! tp bagi gue lo itu nggak seperti yg mereka omongin, dan gue yakin lo pasti bisa berubah. :)'",0,1,82
USER Asal ga labil ngewe yang',0,1,146
USER Geblek wkwkwkwkwk. Tililing tililing (\xe0\xa9\xad\xe0\xa5\x81\xc2\xb4\xef\xbd\xa5\xcf\x89\xef\xbd\xa5`)\xe0\xa9\xad\xe0\xa5\x81\xe2\x81\xbe\xe2\x81\xbe',0,1,111
USER Tai kaga ngajak',0,1,49
"HEY PRIA..\njanganlah jadi Bencong ideologi !\nKiara Artha Proyek RRC , di dampingi lansung oleh wakil PM RRC\ndi kasi izin nya..\nsementara ada mantan atlit sampe sakit keras harus hidup di tenda..\nkorban kebijakan radikal ridwan kamil..\n\njd kau itu jgn kaya bencong , bicara Ekonomi URL",0,1,187
RT USER: Persiapan malam jumat si #tantegirang yang mau #ngentot sama #kontolbrondong Aksinya kereeen!! \xf0\x9f\x98\x98\xf0\x9f\x98\x98\n\nSitus Judi Bola Online T\xe2\x80\xa6',0,1,30
"HAHAHAH cacat banget sih baca2in chat di facebook. Cringey bikin nagih :""('",0,1,86
"Ya. Bagiku ketika aku melihat seseorang mabuk karena minuman keras, bisa menjadi sebuah pelajaran. Contohnya setelah melihat si Syamsudin.\n\n""Oh, aku gak boleh mabuk seperti itu. Biar gak jadi goblog"" begitu kukira.'",0,1,188
USER Aaaaaaa sakit tapi tydak berdarah \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad. Ini yg ngerettwet kampret yaaa.',0,1,156
USER Mulai deh bolot nya_-',0,1,23
gw suka kontol lo beb :*',0,1,239
USER bodo anjir ngapa uangnya kek gitu si wkwkw',0,1,122
USER Kalau ada yang percaya nenek peot yg satu ini berarti otaknya udah dungu kenapa masalah Perpres No 20 Tahun 2018 tentang TKA diributkan? Baca yang lengkap siapa yg berpihak dan siapa yang tidak berpihak?',0,1,45
USER sok tau bgt sih njeng sehun aja betah nete di gue',0,1,26
"USER USER USER USER Setan eh emang harusnya gk kelihatan anakku :""3'",0,1,220
Goblinnya brengsek banget gw ktw ampe pilek \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad',0,1,74
"Tadi devor nuna, sekarang rafen kunyuk. Anjir kapan gua tenang!? URL",0,1,196
Bikin coldbrew agak ngasal. Pagi diminum cuman demi melek instan aja. Tai lah gua masih ga ngerti kopi enak apa ga kayak apa. Hahahaahah',0,1,207
USER USER Si lucinta lunaa El si banci tp geulis da oplas',0,1,85
USER harusnya kakek yang mpok mpok in cucu nete.',0,1,180
"USER Gw merasa bego lu jwb begitu mulu --""'",0,1,189
USER USER alalala kutu onta dibelain WKWKWKW',0,1,32
USER Haus? Mau nete? Hubungi USER / USER \nAsi alami dari alam. Testi? Cek likes',0,1,98
"USER USER 'Wkwkwkwk tai ociy'\n'ociy kangen sama junev?'\n'jangan jahat sama ka jendeuk'\n\n/ngesend meme/\n\n'ciy, jangan nyebut dia mulu'\n'dasar jomblo'\n'ociy udah move on?'\n\ndah ya hehehe""",0,1,112
"USER Yaa Allah, Jablay dibawa bawa si fia bhahahahak\xf0\x9f\x98\x82\n\nIya jimin juga cuteness nya makin makin nih sialan emang.'",0,1,107
"USER Pede banget sih, pantat panci :)'",0,1,250
USER JANGAN MARAH KAK TAR BERUBAH JADI MONYET LAGI',0,1,60
USER Dengan berat hati gue spg in ni kunyuk satu URL,0,1,24
USER Anjir mama lemon',0,1,48
USER Ngakak asw wkwkw',0,1,115
Tampaknya aku perlu ngentot tante\xc2\xb2 atau oma\xc2\xb2 \nSiapakah yg mau... USER atau USER atau USER URL,0,1,71
Lol kunyuk k jepang buat nnton RV toh \xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,1,16
sompret sekali lagi enak enak tiduran tiba tiba hujan kudu masukin jemuran eh 5 menit kemudian terang lagi. ingin berkata halus \xf0\x9f\x98\xb2\xf0\x9f\x98\xb2\xf0\x9f\x98\xb2',0,1,256
"Bagaimana dengan kalimat, ""aku selalu ada buat kamu""\n\nJANGAN BACOT DOANG, BUKTIIN.\n\nTapi akan lebih baik kalau kalimatnya dibuat seperti ini,\n""Maaf kalau aku engga bisa kasih solusi apa-apa, kalau kamu butuh aku dan aku bisa, aku pasti ada buat kamu""'",0,1,131
USER Ternyata masih da banyak asw',0,1,148
USER USER Kulit item burik gitu wks',0,1,151
"USER Bener anjir, sedih'",0,1,87
Sompret ador diprotect blm sempet gue follow ajhakabahajha',0,1,245
wkwkwk asu',0,1,96
USER Brp lma d ewe nya tuh Ampe bgtu',0,1,151
USER jangan kampang',0,1,100
RT USER: #ngemut #kontol segede itu ... terus #crot di mulut .... beuh ... kenikmatan duniawi ya gays ... #gay #coli #bahan coli\xe2\x80\xa6',0,1,159
USER USER USER USER USER USER Anjir mainan jaaman sd \xf0\x9f\x91\x8c',0,1,35
"RT USER: USER ""HMM GA JADI""\n\nAH GUE NGAKAK KAMPRET :('",0,1,27
USER Gak ada gunanya berdebat...klo tujuannya semata mata hanya ingin mempengaruhi citra menjadi baik atau buruk..baik dan buruk itu bukan pakai bacot..hanya setanlah yg mengucapkan kebencian agar orang terpengaruh...muak lihat tingkah polah mereka..',0,1,76
USER Wwkkw tae gua krn terlalu sering pake alesan mens jadi ditanya kok mens mulu sih',0,1,140
"USER Ngewe lg yu,'",0,1,94
"Walaipun otak lu sinting, urat malu lu putus, tapi gue tetep sayang kth jjk aja hehe. Gadeng gue sayang lo kok\xe2\x99\xa1 #HappyIRENEDay URL",0,1,102
USER Bajingan la bukan banjingan',0,1,167
USER Anjir ngakak :(',0,1,195
rp haneul hobi ngocok memek pake terong.yang on retweet',0,1,91
"USER Gua jg njir tp ntar gua mikir lg, pengen rasain eue nya huehue apa kah aku kawin sj? hm'",0,1,108
USER USER Jancuk! Yang penting pernah membuat bahagia ya~',0,1,163
"Jika dia tak menyukai kekuranganmu ,,,menjauh dan lupakanlah dia,,,tu berarti dia hanya isengin titit kamu doang,,,,\nBiarlah om yg menemanimu saat terpingkal,,,\n\n#hahajaaha'",0,1,35
USER gembel belajar besok un //',0,1,25
USER USER USER Ya nggak lah...\nYg ada Sunter gading Kemayoran banjir kencing onta..\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,1,26
"'mau crita anjir sedih banget'\n'iya crita aja didengerin kok' \n'iya masa ya.......'\n'LAH SAMA'\n\nujung ujungnya dia yg crita, aku yg dengerin :)""",0,1,46
USER Anjir covernya sama wkwk',0,1,166
"Dulu, seumur hidup gue gak pernah ngeliat kecoa terbang. Beberapa lama kemudian, untuk pertama kalinya gue liat kecoa terbang di depan mata gue. Dan semenjak itu gue jadi sering ngeliat kecoa terbang. Dan gue takut kalo mereka terbang. Bangke.'",0,1,115
Yooa juga cantik banget edan.',0,1,75
USER USER USER USER USER Silit bau jigong',0,1,102
"USER Medokan ndi? Ga ngerti aku yoan.\n\nMAKANE, mama ku macak budek nek aku jalok sangu \xf0\x9f\x98\xad'",0,1,207
USER bodo yang penting mak bahagia',0,1,133
Padahal bentar lagi ketemu kika tapi tetep ngobrol di semua platform sinting banget',0,1,254
seharian bedrest. gua pikir udah malem. ternyata baru setengah 7. bajingan :(',0,1,63
USER buzzer nya si zonk. gembel warnet nunggu kecyduk. digaji brp si?kl gede sini gw ajarin biar ip jadi anonim',0,1,66
USER USER USER Cacat jugak',0,1,224
USER Dia mana mau nete di boneka mampang :(',0,1,188
"USER untuk gw gak goblok:""&gt;'",0,1,66
"RT USER: Mahasiswi dipaksa ngemot kontol Dosen sebelumndi entot, demi mendapatkan nilai yg terbaik di kelasnya \xf0\x9f\x98\xae\nURL",0,1,185
"Gosip di buat oleh org iri,di sebarluaskan oleh org bodoh,dan di terima oleh para idiot'",0,1,57
RT USER: Enaknya ngentot ramai2 URL,0,1,27
hue mimpi gua buta asw amit2',0,1,49
Kan dah tak masal kena kutuk satu group. Hahaha kampang nye',0,1,31
"Sial Banget aKu Hari ini ! Udah Kena Copet , Sakit Mencret , Jalan Kepeleset , Kaki Lecet , Muka di jepret sama karet , ehh skarang status Sekarang Malah Di baca Sma Monyet .. !! wkwkwk'",0,1,109
duh rindu gesekan kontol doi ke memek~',0,1,257
