,Tweet,HS,Abusive,Neutral
7113,tagar 2019 ganti presiden lantang tentang sang presiden kacung diam bela presiden teriak 2019 ganti presiden kemarin kemarin be eriak benar ucap anak,1,0,0
7114,cebong dungu marah marah ajar nabi rendah hati agama umat paulus rajin aji kitab kuning,1,1,0
7115,mari sukses pilih kepala daerah malang nomor 1 madep mantep manetep rendra sanusi pilih kepala daerah malang,0,0,1
7116,niat tidur adik asyik main kontol gede koko main ngaceng enak kontol koko dek,0,1,0
7117,peran rezim jokowi nama juya saing im,0,0,1
7118,x x jijik babi tam,0,1,0
7119,kristen nusantara katolik nusantara,0,0,1
7120,lihat muka orang tertawa lihat hidung,0,0,1
7121,workshop negosiasi orang cina,0,0,1
7122,wkwk tertawa anjir burik,0,1,0
7123,umar bin khattab jabat pas negara politik tengku dewan wakil rakyat menteri,0,0,1
7124,komisi berantas korupsi bubar,1,0,0
7125,percaya cina heran jabat indonesia jongos cina kristen tegak hukum islam usir cina,1,1,0
7126,kunci nyanyi 1 bisu,0,0,1
7127,visi misi islam nusantara visi misi partai komunis indonesia poles cantik,0,0,1
7128,kait jokowi ahok johan budi jokowi anjing ahok babi beda otak,1,1,0
7129,munafik sok malu,1,0,0
7130,emang pikir individual kira atur untung kerja seks komersial,0,0,1
7131,kecoak belatung paham ambil bijak enak jidat,0,1,0
7132,bangsat salah gila,0,1,0
7133,konsumsi jus ampas enzim ludah masuk usus amp maksimal proses cerna,0,0,1
7134,su pin siswi sekolah dasar katolik karya yosef 1978 1984 istri ronaldo pardede sah,0,0,1
7135,fakta mega proyek bangun bandara ajati lupa atur daerah provinsi jabar no 13 2010 gubernur bangun presiden susilo bambang yudhoyono 70 dana bangun anggar dapat belanja daerah jabar klaim sepenuh te,0,0,1
7136,citra luwar,1,0,0
7137,lembaga swadaya masyarakat gerak tolak berita hoaks sukses pilih kepala daerah wilayah diri kota,0,0,1
7138,dungu pinjam andal profesor junjung coba sebut salah kritik rocky gerung kritik lo nyinyir sindir sebut sebut mutu coba presiden prabowo sikap,1,1,0
7139,narkoba cina dosen cina hutang cina tenaga kerja asing cina periode kurikulum cina salam 2019 ganti presiden,1,0,0
7140,wanda medical check up nerf habis kesal kena nerf wanda culun banget tingkat harry potret,0,1,0
7141,ganyang partai komunis indonesia rasa,1,0,0
7142,jijik kampang main twit,1,1,0
7143,pilih jokowi,0,0,1
7144,jilbab a inya tunduk patuh allah subhanahu wa taala halal ramadan bera i legal korupsi,1,0,0
7145,bacot jakarta,1,1,0
7146,aneh lihat biksu ajar buddha mesir syekh masyaikh aneh pendeta ajar kristen saudi ulama,1,0,0
7147,retweet hijab sange entot 1 blowjob kontol hijab ngentot orang hijab sepong kontol sange berat san,0,1,0
7148,astagfirullah baca kembang kontol,0,1,0
7149,warga badui selesai ingat tradisi seba pendopo perintah kabupaten lebak lanjut be emu gubernur banten wahidin halim sabtu 21 4 seba baduy 2018,0,0,1
7150,18 07 berita sonora presiden joko widodo jokowi buka indonesia international motor show indonesia international motor show 2018 jakarta international expo mayor jaka a pusat kamis 19 4 2018,0,0,1
7151,bong presiden indonesia ancam bunuh bego nd ejek kacung bong kacung 2 periode warga kolam gerah presiden hina parah bong dukung palsu xf,1,1,0
7152,ada anak rupiah dongok,0,1,0
7153,nama entitas agama kristen jawa nama masjid islam jawa sunda batak kecuali istilah pampang islam jawa islam yoyakarta islam malaysia islam arab,0,0,1
7154,2016 ratus ribu silaturahim tinggal kabur rasa perih kena gas air mata oh pilih presiden 2019 2019 ganti presiden,1,0,0
7155,sadar bera i keliling tenaga kerja asing diam diam serang lemah lawan kerja ambil mereka diam,0,0,1
7156,mt kena dare bajing 3,0,1,0
7157,ooo ganti libur lebaran 13 21 ubah 11 20 pasca lebaran rang senin tanggal 18 2 jalan macet tanggal 20 bego h 2 tumpuk presiden bego,1,1,0
7158,bani taplak kotak kotak menang konspirasi wahyudi remason,1,1,0
7159,kultural teliti budaya perangkat metodologi historis fakta amp simpul etnologi teliti perilaku manusia teliti praktis mikro sifat behavioristik,0,0,1
7160,tuju ar fokus 2019 ganti presiden poros tiga pecah suara play station kadal,1,0,0
7161,televisi terang menteri sehat budek kuping,1,1,0
7162,cocot rusak,1,1,0
7163,khofifah indar parawansa bangun lindung anak khofifah parawansa,0,0,1
7164,retweet sayang ajar ngentot pasang kencing kencing,0,1,0
7165,oh iya otak keropos makan belatung onta,1,1,0
7166,ahok prestasi nol bicara tai ahok rahasia busuk rezim,1,1,0
7167,hai jongos nista agama muslim bangkit dukung jongos ahok,1,1,0
7168,musyrik antar zalim tutup hafal alquran hadis,0,0,1
7169,cina ri negara depan 75 tanah asai usir pribumi dewa perang,1,0,0
7170,ayo lanjut cerita,0,0,1
7171,pledis buka audisi cina,0,0,1
7172,switch bagi takjil bom,0,0,1
7173,orang goblok pelihara anjing,1,1,0
7174,ai koalisi dukung perintah jalin kerja politik ai komunis cina,1,0,0
7175,kecebong mana presiden hina ancam diam mental kacung,1,1,0
7176,menteri didik budaya orang pintar suggest film bagus tonton 2019 ganti presiden 2019 ganti presiden,1,0,0
7177,ah cebong,1,1,0
7178,bicara swasta katolik sekolah spp mahal daftar ulang kelas bayar disiplin guru niat ajar bersih pakai banget fasilitas oke banget kantin kafe susananya enak,0,0,1
7179,,1,1,0
7180,sepe i punuk onta,0,0,1
7181,aaaaaaah suka ava kayak asing deh serius polisi tau suka main film fbi,0,0,1
7182,kagum gemar bajing nista agama ancam demokrasi halal balas sakit hati dasar kecut jongos jongos mulut jamban terus 2030 september sama,1,1,0
7183,ajar efek jera biar otak amp mulut orang orang aku pintar,0,1,0
7184,gemuk alamiah nder wajar gendut nafsu makan by the way gendut asal makan hormon sakit genetik rendah olahraga jaga pola makan,0,0,1
7185,pilih cebong huni dunia gaib ustaz komen jorok,1,1,0
7186,anjir sange ngewe cowok straight manly kontol gede minat booking whatsapp 085894931926 jakarta selatan only,0,1,0
7187,gubernur jabar hebat,0,0,1
7188,bom kayak embel x9cbom bikin takut orang orang korban,0,0,1
7189,untung geng untung orang asing,0,0,1
7190,,0,0,1
7191,8 45 persen 4 7 juta warga bosnia peluk agama islam sisa kristen o odoks katolik protestan,0,0,1
7192,6 klien tangan chat,0,0,1
7193,terima kasih presiden selamat tulus moga sehat allah baik jokowi amin salam periode,0,0,1
7194,bera i rejim jokowi ganti ah,1,0,0
7195,responden responden goblok goblok paham wa awan berita goblok anies sandy pimpin mudah,1,1,0
7196,akun isi x9canti asing x9ctolak asing x9cnon pribumi keluh x9citu thailand negara asing bantu danau toba bantu,0,0,1
7197,wanita wanita cacat cari cantik pintar,0,0,1
7198,presiden ri 1 1r soekarno 2 2oeha o 3 3j habibie 4 abdurrahman wahid 5 soekarno putri 6 bambang yudhoyono 7 toko widodo 8 8,0,0,1
7199,picek a mata,1,1,0
7200,saudara aji moga allah izin gus ipul mbak puti gubernur wakil gubernur jawa timur saudara aji kota batu saudara aji jombang,0,0,1
7201,sedih ik mbak cit bani beliau target nem,0,0,1
7202,mata ajar ekonomi bolos mas remedial,0,0,1
7203,mau pantat panci,0,0,1
7204,gilir bela ahok tau kafir tuhan urus sorga kapling liberal kocak inus gila,1,1,0
7205,naib presiden ppbm kantoikan dap terima taja negara asing patut dap lantang tolak akta dana politik takut rahsia sumber duit i kanto tolak pakat tolak dewan adat papua jombn sama hebat negara,0,0,1
7206,saran mundur jalan baik,1,0,0
7207,rezim anti islam dipungkiri,1,0,0
7208,darren nama lontar manik sipit arion bundar percaya aneh,0,0,1
7209,segi pandang agama anggap agama irasional nyata irasional segi irasionalitas yahudi kristen islam hindu animisme,0,0,1
7210,lengser rezim jokowi cepat negara hancur amburadul,1,0,0
7211,tolol tolol malu wkwk,1,1,0
7212,jijik kunyuk mt balas sok suci cih wooseok jung,1,1,0
7213,tuju islam nusantara indonesia agama kristen protestan nusantara katolik nusantara buddha nusantara hindu nusantara agama nusantara biar seragam negara satu republik indonesia,0,0,1
7214,3 kelompok rezim rekayasa terorisme islam rusak citra islam indonesia 4 tuduh umat islam indonesia militan radikal garis keras 5 sudut islam isu sepe i lgbt 6 tuduh curiga i,1,0,0
7215,bom jiah,0,0,1
7216,mintak jasa kawan kawan lini benda my relative nurliyana abdul razif alami hyper tiroid and it si become worse right now she really need bantu uang rawat bank in kat account nurliyana abdi razif 0,0,0,1
7217,retweeted warga negara indonesia korea 2019 ganti presiden bahana gera 2019 ganti presiden dunia,1,0,0
7218,onta bicara,0,0,1
7219,wa 6281294490616 nig fanya ckarisha sabar entot kontol bule perkasa enak banget entot konto,0,1,0
7220,warga moskow demo turun jokowi negara save ustaz alfian,1,0,0
7221,abang kuli favorit penasaran lihat kontol,0,1,0
7222,tolak versi akal akal rezim edit sesuai selera partai komunis indonesia korban dasar komunis,1,0,0
7223,gubernur bayar tukang konsep tukang ketik payah deh 2019 ganti presiden 2019 ganti presiden,1,0,0
7224,kalah salah wasit pakai isu hoaks ulama 212 saracen isu sara isu partai komunis indonesia isu antek asing goreng sampa hangus elektabilitasnya salah rakyat goblok iya prabowo km,1,1,0
7225,teman muslim sekolah katolik laku banget,0,0,1
7226,hapus teroris islam tipu jelas islam mudah paham,1,0,0
7227,resmi tutup gubernur jabar apresiasi musabaqah tilawatil quran xxxv tingkat jabar sukabumi info desa,0,0,1
7228,menteri kantor sepe i awal protokoler beliau motor tular presiden demam film dil 1990 motor blusukan tinjau proyek padat karya tunai desa desa,0,0,1
7229,tipu jokowi,1,0,0
7230,tahu mbak kristen salah,0,0,1
7231,mengelibut pagi buta,0,0,1
7232,salah jokowi ahok babi ateis,1,1,0
7233,menga ikan ijab kabul janji nikah langkah rangka buang islam,1,0,0
7234,insya allah prabowo ustaz anis matta milik kriteria 2019 ganti presiden 2019 prabowo anis matta,0,0,1
7235,lelucon kulit hitam transgender badan ukur mata tebal bibir agama lucu manusia jadi alas diskriminasi subsidi silang konten,0,0,1
7236,saracen jahat rencana menteri negeri batal menang pasang anies sandi jasa saracen,1,0,0
7237,95 lokal prestasi hebat presiden tuduh antek asing,0,0,1
7238,cocok prabowo myanmar kuda,1,0,0
7239,nomor 7 anak hilang tangan amp kaki injak ranjau anak kasih tau kabar buruk orang tua kondisi orang tua terima orang cacat beban sakit hati dengar,0,0,1
7240,nyinyir tolong bekal tahu wanita katolik wajib pakai tutup kepala,0,0,1
7241,keren mas survei bo rangkap koordinator cebong ntl dukung bani cebong nmantrraaaf,1,1,0
7242,gatot antek asing,1,0,0
7243,mantap terima sitip,0,0,1
7244,santai bro blok akun blok blok blok mahakam blok east natuna blok east kalimantan blok attaka blok kasur i don t car,0,0,1
7245,adi gaya kayak beruk supir tembak metromini masuk dewan wakil rakyat kampung,1,1,0
7246,suara narasi bela partai komunis indonesia,1,0,0
7247,aneh bebek ku transgender malam kandang betina jantan warna coklat hitam sehat sakit tangan,0,0,1
7248,acara takjil nama bom takjil,0,0,1
7249,barusan tonton film monster film alien wuornos oh my god sedih tau tulis tulis google doang tau kisah kisah buruk amp keluarga bikin hancur amp kerja seks komersial,0,0,1
7250,huhungannya bego lesbi anjir,0,1,0
7251,bunga bangkai,0,0,1
7252,dampak ekonomi putus jembatan babat saksi berita kini 09 00 indonesia barat tvone amp streaming tvone connect,0,0,1
7253,menang kalah pe andingan niscaya menang harap usaha kerja,0,0,1
7254,jalan akses velodrome pakai asean games hehe bijak gubernur sungguh pihak titit kuda,1,1,0
7255,kadang pikir orang licik dunia lesbi iseng alah lesbi serius bekal kalimat cewek cewek tau main hati cewek budak cinta laugh out loud,0,0,1
7256,islam nusantara kristen gereja kristen jawa gereja kristen indonesia,1,0,0
7257,percaya perempuan tau batas almarhumah militer didik anak anak muda asyik muda kaku batas norma norma salah kodrat atur keras agama,0,0,1
7258,aku ahok djarot gagal atas banjir orang kena banjir sibuk sidang nista agama,1,0,0
7259,cebong nge i,1,1,0
7260,tuan guru bajang belot arah dukung jokowi 2 periode tekan asing proyeksi presiden 2019,0,0,1
7261,cebong goblok intelligence quotient rendah,1,1,0
7262,bego ah budek,1,1,0
7263,ahok jeruji demo rumah tahan demo jokowi amnesti grasi kasih lengser jokowi salam,1,0,0
7264,sumpah pindah om bom diggy,0,0,1
7265,kali undang adi narasumber kampung,1,1,0
7266,cina babi cina maling usir cina,1,1,0
7267,rakyat jawa barat cerdas inshaaallah dukung calon ai ai bela ahok nista agama,1,0,0
7268,turun cina racist paham sejarah indonesia paham,1,0,0
7269,anjir hidup mana,0,1,0
7270,bodoh cerita cinta sepe imu tolol,1,1,0
7271,17 rumus luas muka limas iya biar n5 perjaka duda jihun n15 orang 1 1 2 sir neo n88 fi pas masuk dfa tai n89 first chingu dfa cecyl cantik banget n28 alas masuk akademi jisun n99 telur ayam kim,0,0,1
7272,jijik aku anak aku dukung prabowo pendeta setan,1,1,0
7273,ipar kristen jawa gereja rawamangun belah tip top,0,0,1
7274,orang nali gus mus ulama wejang wejang sejuk seru islam damai islam rahmat lil alamin percaya ganjar yasin,0,0,1
7275,asu benar soh orang orang kayak bani micin,1,1,0
7276,sok sekolah agama,0,0,1
7277,,0,0,1
7278,biang gaduh partai adil sejahtera percaya partai adil sejahtera kayak beliau profesor tulis sok pintar sok kontra profesor beliau tuntut ilmu keliling dunia orang goblok goblok,1,1,0
7279,had sesuai ustaz kampung pru 14 jomundi myundi,0,0,1
7280,bala bantu cebong,0,1,0
7281,x97preloved merek amp merek top barang jual koleksi pribadi jual pakai hijab amp baju banyak crop trans esophageal echocardiografi pakai rawat amp riwayat peny,0,0,1
7282,pancasila islami kaum muslimin pancasila kristiani peluk kristen pancasila hinduisme peluk hindu pancasila buddha peluk buddha pancasila sumber agama,0,0,1
7283,mari lawan hancur rezim kocak jongos cina komunis,1,1,0
7284,bandara ajati salah bukti sayang presiden jokowi masyarakat jawa barat januari 2016 jokowi kesini pancang tiang pe insya allah jamaah haji propinsi jabar berangkat bandara ajati,0,0,1
7285,tuju bahasa umpama dekat al qur an pedoman tuntun pandu umat islam jalan koridor agama,0,0,1
7286,dangkal otak benci suha o partai komunis indonesia,1,1,0
7287,bekal final abang none tingkat wilayah kota administrasi kabupaten 2018 balai agung balai kota wakil gubernur a hadir kepala dinas parbud daerah khusus ibukota jaka a,0,0,1
7288,lihat orang acara sosialisasi asing efek kerja,0,0,1
7289,kes bom haha,0,0,1
7290,tomohon pusat ajar agama kristen katolik khusus doa meditasi bukit kasih suci indah tenang tomohon international flower festival nhen,0,0,1
7291,orang gila,0,1,0
7292,aman sekolah katolik kristen ekstrem ekstrem agama ajar rumah,0,0,1
7293,idola harun yahya zakir felix siauw cita cita kuasa dunia kalah yahudi rahmat alam semesta kali iya bumi 13,1,0,0
7294,kakak suka rendam pakai bunga bangkai,0,0,1
7295,saksi be umbuhnya organisasi dil 2013 milik klinik kelola langsung komunitas transgender timor periode 2018,0,0,1
7296,susilo bambang yudhoyono presiden gemuk restoran 8 juta jaman jokowi 800,1,0,0
7297,kunyuk berani pulang cecunguk cecunguk setia tunggu haha asli tertawa,1,1,0
7298,woyyyy bangsulll peang goblok anjirrrrr blok gueeee cukkkkk,1,1,0
7299,gembel jae,0,1,0
7300,syaitan iblis ganggu suara azan hati bu suka nama,1,1,0
7301,maaf bang salah haha insyaallah iya bang orang hina ulama tawar tawar bela mudah mudah orang hina kayak si,0,0,1
7302,hutang bangun rata korupsi cebong nge i begitu pret,1,1,0
7303,wajar cebong gila akibat bela kodok indonesia hancur lebur,1,1,0
7304,polisi republik indonesia benar tangkap prabowo hina presiden media sosial hukum hina jokowi megawati,1,0,0
7305,culun lucu gaya kamus,0,0,1
7306,bang mardani ngeles sangking aku hasil kerja nyata jokowi ambil alih jokowi proyek mangkrak tang gubernur aher alhamdulillah tang jokowi butuh p,0,0,1
7307,2019 jokowi,0,0,1
7308,indonesia resmi jaring 5g 2019,0,0,1
7309,diam lu cina keparat,1,1,0
7310,jeblos jonru respon cepat gilir kubu victor laiskodat ampyuuunnn manusia calon pilih kepala daerah,0,0,1
7311,buka bohong bohong jokowi laku rakyat pantas tipu sepe i jadi pimpin,1,0,0
7312,36 dasar fakta sejarah jokowi mundur jatuh musuh umat islam,1,0,0
7313,wkwk cebong dungu bicara cebong onta cangkemmu,1,1,0
7314,jalan tapi nauli sunggal aspal ekonomi breaking news sektor riil,0,0,1
7315,heboh ada tas sembako bantu presiden sedot anggar dapat belanja negara rupiah 3 miliar badan awas pilih,0,0,1
7316,indah cocot partai adil sejahtera bicara ketua kayak bencong gaya bicara aduh sadizzz,1,1,0
7317,bicara ulama mengatasnamakan syar i haram,1,0,0
7318,zalim kroni kroni megawati menang zalim kroni kroni daur ulang sejarah,1,0,0
7319,salah pilih gubernur usung isu sara,1,0,0
7320,amien tuduh prabowo dalang rusuh,1,0,0
7321,mohon bantu teman teman daerah tenaga kerja indonesia 3 bandung toko srikandi kalung sp lantar galak susah dekat tangan,0,0,1
7322,kaum bani kampret sumbu pendek hidup bumi datar,1,1,0
7323,seram teh main setan wkwk,0,1,0
7324,salah kafir nainggolan ajak tonton film kafir panggil bang lai keok belgia,1,1,0
7325,nakal polisi buat kuat animo umat islam lengser jokowi 2019,1,0,0
7326,selamat koperasi nasional koperasi landas ekonomi bangsa pelihara tumbuh kembang ancam praktik kakak el asing,0,0,1
7327,jaga stabilitas politik aman hemat uang negara saran pilih kepala daerah pilih badan musyawarat desa badan musyawarat desa non ai dewan wakil rakyat daerah transaksional,0,0,1
7328,mata picek,1,1,0
7329,kira orang orang kayak karang fiksi anjir,0,1,0
7330,dua doang kayak lesbi,0,0,1
7331,presiden jokowi gamelan sekolah presiden joko widodo gamelan,0,0,1
7332,negara teroris mayoritas buddha,1,0,0
7333,hilang budaya malu laku hendak bukhari,0,0,1
7334,negara genting defisit 3 jokowi lengser rakyat jokowi lengser retweet,1,0,0
7335,perintah kota manado raih harga best emergency 112 ekonomi,0,0,1
7336,tinggal bulan anies copot jabat gubernur daerah khusus ibukota lantar kunjung,1,0,0
7337,meh cocok sube wa off telepon angkat dasar berengsek,1,1,0
7338,teisme agnostik bos islam turun ayah but nikah cewek katolik ibu katolik puasa etc salat malas ibadah paham tuhan situ mang male,0,0,1
7339,kampret merah,0,0,1
7340,babang kontol tebal jembut rimbun coli bikin iler,0,1,0
7341,usir duta myanmar,1,0,0
7342,ikea furniture stan ngakak banget tai,0,1,0
7343,new post presiden jokowi sorot minim promosi asi games has been published on wa a online,0,0,1
7344,huhu kim bum plot twist banget sumpah rela monyet benar biar monyet pindah on eh tau monyet berani dekat tau,1,1,0
7345,jadi perkara temu dokumen disket email sebut libat tokoh hendardi alex widya siregar sofyan wanandi surya paloh yayasan prasetya mulia kumpul konglomerat tionghoa,0,0,1
7346,bambang soesatyo kuat politik ajar sistem laksana pilih kepala daerah langsung sistem lanjut manfaat masyarakat,0,0,1
7347,oh anies konon beliau buyback indosat stop impor bikin mobil esemka swasembada pangan reformasi pe ani 10 juta lapang kerja 50 000 puskesmas stop uji nasional jabat ekonomi 7 dolar 10 000 usut munir,0,0,1
7348,tangkap ustaz bajing,1,1,0
7349,cinta buta cinta buka mata,0,0,1
7350,broken time ih muda tolong broken korang do cinta monyet korang nak achieve your freakin goals though,0,0,1
7351,moga kuat goda menghadang amin,0,0,1
7352,depan setan dungu burittt,1,1,0
7353,haha habis kena kidnap laptop ku kejam belanja coffee bean ku maaf hazelnut coffee whip cream nama ku salah eja mesti lanja double,0,0,1
7354,kontras ikut radikal intoleran,1,0,0
7355,karantina kamar gas racun kayak nazi basmi yahudi mas,0,0,1
7356,indosat celeng jancuk bikin bintang turun babi bajing,1,1,0
7357,komunis melulu ditii bahas bantai berontak antek teroris nyata,1,0,0
7358,sarap dukung prabowo,1,1,0
7359,peduli sulit hadap senyum sepe i orang idiot chanyeol exo k,0,0,1
7360,marah marah nete,0,1,0
7361,kayak sipit,0,0,1
7362,barusan saudara jarang ketemu mampir rumah antar undang basa basi sebentar bilang kurus sakit langsung he makan bilang oh ku gendut bilang,0,0,1
7363,tukar kembali produk gratis kembali barang konsumen barang rusak cacat produksi layan garansi 7 haus mini quiz hazid,0,0,1
7364,on the way bom korea utara,0,0,1
7365,sarap desember gemblung,0,1,0
7366,buku langka tarich agama islam h o si tjokroaminoto 1950 183 halaman hard cover harga 450 000 minat,0,0,1
7367,kirim sms malu hhhh bangkai kesal,0,1,0
7368,tai isi banci,1,1,0
7369,bimbing ulama kibar ahlusunah kokoh sabar al hak asy syaikh saleh al fauzan hafizhahullah orang sabar jalan allah agama hak sunnah,0,0,1
7370,hubung ai komunis cina rezim antek antek asing,1,0,0
7371,kafir bodoh bengap terang pon x paham patut kafir,1,1,0
7372,anies super gubernur kunjung maroko good,0,0,1
7373,save komisi berantas korupsi tolak rekomendasi amp bubar panitia khusus angket komisi berantas korupsi tanda tangan petisi via,1,0,0
7374,rabi israel orang kulit hitam x9cmonyet picu kecam keras,0,1,0
7375,sahkan rancang undang undang masyarakat adat,0,0,1
7376,eh adaaa cek toko belah maaf tonton film klasik indonesia tokoh kristen spirit for diversity,0,0,1
7377,memek bulu mantap jilat,0,1,0
7378,dosen azan break cerocos mulu kunyuk,1,1,0
7379,albe einstein bicara umur 3 alami cacat otak daya pikir lambat,0,0,1
7380,arab saudi jajah yaman rumpun bangsa izrail jajah palestina orang yahudi turun arab tentara israel muslim islam agama,0,0,1
7381,anjir,0,1,0
7382,pandang freezer kosong papa along your ganteng ate all the ice cream last night oh dear lord batin ampun steven bahasa anak anak kacrut,0,1,0
7383,tangkap gerung nista kitab suci agama,1,0,0
7384,bual jokowi bicara mulu,1,0,0
7385,mending presiden kerja nyinyir kaum gunting pita jujunganmu presiden bangun infrastruktur utang utang rakyat mending jokowi ter,1,0,0
7386,najis om om inggu,1,1,0
7387,sipit tangan balik lago wkwk,0,0,1
7388,cewek bilang badan rumah sih guru agama langsung suruh anak anak ambil air air baca baca siram pohon nangka cewek langsung sadar bawa,0,0,1
7389,cebong tahu tolol lari nyata,1,1,0
7390,eh dongok nama tackle injured debut 20 17 main kasar cidera wkwk heran otak,1,1,0
7391,preman kampung monyong putih kasih panggung rusak acara enek lihat,1,1,0
7392,ih manusia homo anjir geli,0,1,0
7393,sedih vavang tampan mata sipit resign senang bau bau senang hinggap hidung,0,0,1
7394,kondisi ekonomi nasional batas ganti kuasa perintah ambil langkah strategis keluar undang undang modal asing undang undang no 1 1967 freepo 51,0,0,1
7395,rezim buruk semenjak indonesia merdeka,1,0,0
7396,tau bego ajar maki goblok goblok,1,1,0
7397,gereoe coli teman pas tidur eh crot kontol smp kontol sma titit gereoe titit smp titit sma chiforchi sange,0,1,0
7398,baik oleh dari paruh usia jalan teman teman partai adil sejahtera rampas rezim,0,0,1
7399,904news scarlett johansson undur film rub and tug peran gembong jahat dante teks gill scarlett johansson hujat kritik peran tokoh transgender anggap harga,0,0,1
7400,hidup ibnu maktum kenal orang cinta allah a rasul riwayat tinggal rumah wanita yahudi hati sayang mulut henti hina orang cinta,0,0,1
7401,presiden boros foya foya rakyat derita jokowi presiden pilih taipan cc 2019 ganti presiden,1,0,0
7402,timbal balik tenaga kerja asing min cepat cepat pulang tolong,0,0,1
7403,98 1 orang orang kafir ahli kitab orang orang musyrik tinggal agama bukti nyata,0,0,1
7404,susah banget cari minat budaya indonesia korsel gilir temu sumber akurat,0,0,1
7405,kondisi ekonomi nasional batas ganti kuasa perintah ambil langkah strategis keluar undang undang modal asing undang undang no 1 1967 freepo 51,0,0,1
7406,buya eson substansi baca qur an hayati bumi pesan qur an islam rahmat alam tes baca lihat track record set,0,0,1
7407,sakit panik alami kaum begundal kampret bongkrek prabowo presiden panik lanjut sp inya jokowi periode,1,1,0
7408,pura pura lupa taplak orang,0,0,1
7409,tenaga kerja asing hina bos indonesia jajah lemah x perintah mu 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden,1,0,0
7410,beliau hebat rezim beliau kroasia lolos final piala dunia kalah inggris skor rupiah 14500 1 kerja kerja kerja,0,0,1
7411,komisi berantas korupsi tangkap koruptor komisi berantas korupsi gagal bubar serah polisi jaksa,1,0,0
7412,10 april 1877 raden mas panji sosroka ono kakak ra kakak lahir pelemkerep mahyong jepara jawa wa awan perang terjemah momen momen sejarah dunia tutup hidup ilmu batin,0,0,1
7413,kuat ekonomi daerah reklamasi distrik bisnis labuh bahan lonjak ekonomi fenomenal pe umbuhan 7 indeks harga saham gabung 10 000,0,0,1
7414,haha alah bodoh takut iv ekgy iya suh mu nyanyi kagu kalo je odo,0,1,0
7415,hina al qur an penjara penjara ahok penjara ahok,1,0,0
7416,anut islam garis keras omong mendem kencing onta,1,1,0
7417,agama islam lupa 4 rakaat malas an,0,0,1
7418,mumpung puasa ngentot,1,1,0
7419,partai demokrasi indonesia juang gencar serang komisi berantas korupsi bubar partai demokrasi indonesia juang dukung jokowi jokowi jokowi,1,0,0
7420,a inya bank dunia percaya indonesia utang indonesia bagus bangun indonesia kelak ganti rezim rezim pikir ulang korupsi indonesia bayar,0,0,1
7421,ganti nama biar cocok mulut sampan onta kencing,1,1,0
7422,asyik menang asyik ulama,0,0,1
7423,mantap mantap bilang perintah anti islam bukti ulama santri,0,0,1
7424,era komunis biar kembang,1,0,0
7425,prabowo lucu lawak novel fiksi ghost fleet lucu zul bego,1,1,0
7426,sekolah antek paman bro kurikulum wajib trump salah 1 pegang saham freepo mcmoran incorporate,0,0,1
7427,gara gara presiden plonga plongo kiai,1,1,0
7428,iya menang kayak raja kayak komunis wkwk,0,0,1
7429,identifikasi lgbt lgbt singkat lesbi gay bisexual transgender lgbt bentuk lain problem psikolog sosial lihat lgbt gejala sengaja,0,0,1
7430,emosi loey hyung anjir pikir keras maksud acara peranjat bego akhir bilang mimpi anjir emosi pangeran,1,1,0
7431,soign restoran pegang konsep diversity gabung budaya korea makan makan internasional sepe i paris italia amerika picture below,0,0,1
7432,monyet langka 2 ekor kukang selamat diperjualbelikan via online,0,0,1
7433,contoh sederhana huria kristen batak protestan huria kristen batak protestan batak percaya umat kristiani saudara saudara iman 100 kristen protestan huria kristen batak protestan mengakomodir bahasa amp budaya batak,0,0,1
7434,ganyang partai komunis indonesia musnah,1,0,0
7435,islam nusantara muncul kristen nusantara hindu nusantara buddha nusantara nusantara mau,0,0,1
7436,sesal kayak makan tai tau mending united state of america,0,1,0
7437,allah untung indekos kak moga isi bom benar huhu ikut ngeri,0,0,1
7438,gubernur daerah khusus ibukota jaka a anies baswedan hormat be emu salat jum at presiden erdogan,0,0,1
7439,matanajwadebatjaka a urus bacot anis juara makan bacot jaka a haha pasang calon aneh gede bacot doang,1,1,0
7440,ungkap sayang sepe i sinting,0,0,1
7441,ajar agama orang islam ajar islam percaya adam nabi dungu sembah allah subhanahu wa taala benci kafir biadab,1,1,0
7442,lagu ari lasso silit,1,1,0
7443,pilih presiden calon presiden janji me foll back rakyat indonesia jamin pilih,0,0,1
7444,mudah mudah anak keluarga dekat pecun candu narkoba sadar paham surat pemberitahuan tahun alexis tutup,0,1,0
7445,setan bikin penasaran haha,0,1,0
7446,kelompok be ujuh fakultas ekonomi non muslim pergi abdi kabupaten sukabumi kaki gunung pangrango cek gereja katolik dekat 45 menit desa,0,0,1
7447,mok antek tok mok kurus tok,0,0,1
7448,barel duga bom tim gegana,0,0,1
7449,sange aaaaaaaaaah memek gatal sayang seruduk kontol retweet sayang ngentot ayo,0,1,0
7450,nama kecebong anak kodok presiden aduh presiden plonga plongo,1,1,0
7451,jokowi komunis lengser,1,0,0
7452,lapor rg nista agama orang orang garda utama bela agama munafik adu akrobat munafik,1,1,0
7453,ruhut gila tun,1,1,0
7454,haha beda sanjung babi jijik eh habib rizieq wkwk,1,1,0
7455,cocot comberan tai,1,1,0
7456,tertawa rupiah lemah warganet berita metro televisi,1,0,0
7457,music network bangsat,1,1,0
